source,target,date_min
file68,file93,1548-03-12
file680,file705,1549-09-19
file6801,file6818,1566-06-04
file6801,file6807,1566-06-04
file6801,file6816,1566-06-04
file6801,file6817,1566-06-04
file6801,file6827,1566-06-04
file6802,file6826,1566-06-05
file6802,file6833,1566-06-05
file6802,file6808,1566-06-05
file6802,file6810,1566-06-05
file6802,file6811,1566-06-05
file6802,file6821,1566-06-05
file6802,file6805,1566-06-05
file6802,file6815,1566-06-05
file6804,file6806,1566-06-06
file6804,file6813,1566-06-06
file6805,file6815,1566-06-07
file6805,file6826,1566-06-07
file6805,file6833,1566-06-07
file6805,file6808,1566-06-07
file6805,file6810,1566-06-07
file6805,file6811,1566-06-07
file6805,file6821,1566-06-07
file6806,file6813,1566-06-09
file6807,file6818,1566-06-09
file6807,file6816,1566-06-09
file6807,file6817,1566-06-09
file6807,file6827,1566-06-09
file6808,file6810,1566-06-10
file6808,file6811,1566-06-10
file6808,file6821,1566-06-10
file6808,file6815,1566-06-10
file6808,file6826,1566-06-10
file6808,file6833,1566-06-10
file6809,file6834,1566-06-10
file681,file700,1549-09-19
file681,file703,1549-09-19
file6810,file6815,1566-06-11
file6810,file6833,1566-06-11
file6810,file6811,1566-06-11
file6810,file6821,1566-06-11
file6810,file6826,1566-06-11
file6811,file6845,1566-06-17
file6811,file6821,1566-06-17
file6811,file6815,1566-06-17
file6811,file6826,1566-06-17
file6811,file6833,1566-06-17
file6813,file6848,1566-06-19
file6813,file6836,1566-06-19
file6815,file6826,1566-06-20
file6815,file6833,1566-06-20
file6815,file6845,1566-06-20
file6815,file6821,1566-06-20
file6816,file6817,1566-06-22
file6816,file6827,1566-06-22
file6816,file6838,1566-06-22
file6816,file6818,1566-06-22
file6816,file6849,1566-06-22
file6817,file6818,1566-06-23
file6817,file6849,1566-06-23
file6817,file6827,1566-06-23
file6817,file6838,1566-06-23
file6818,file6827,1566-06-23
file6818,file6838,1566-06-23
file6818,file6849,1566-06-23
file6819,file6820,1566-06-24
file6819,file6832,1566-06-24
file682,file714,1549-09-21
file6820,file6832,1566-06-25
file6821,file6826,1566-06-25
file6821,file6833,1566-06-25
file6821,file6845,1566-06-25
file6826,file6833,1566-06-30
file6826,file6845,1566-06-30
file6827,file6853,1566-06-30
file6827,file6849,1566-06-30
file6827,file6854,1566-06-30
file6827,file6838,1566-06-30
file683,file718,1549-09-21
file6833,file6845,1566-07-05
file6833,file6864,1566-07-05
file6836,file6852,1566-07-10
file6836,file6856,1566-07-10
file6836,file6848,1566-07-10
file6838,file6853,1566-07-10
file6838,file6849,1566-07-10
file6838,file6854,1566-07-10
file6839,file6840,1566-07-10
file684,file716,1549-09-22
file6841,file6860,1566-07-15
file6841,file6859,1566-07-15
file6841,file6858,1566-07-15
file6841,file6842,1566-07-15
file6842,file6860,1566-07-15
file6842,file6859,1566-07-15
file6842,file6858,1566-07-15
file6843,file6861,1566-07-15
file6843,file6862,1566-07-15
file6844,file6855,1566-07-15
file6845,file6864,1566-07-15
file6845,file6869,1566-07-15
file6848,file6852,1566-07-16
file6848,file6856,1566-07-16
file6849,file6853,1566-07-18
file6849,file6854,1566-07-18
file685,file691,1549-09-24
file6852,file6856,1566-07-26
file6852,file6880,1566-07-26
file6853,file6854,1566-07-26
file6853,file6873,1566-07-26
file6853,file6876,1566-07-26
file6854,file6873,1566-07-27
file6854,file6876,1566-07-27
file6856,file6880,1566-07-28
file6858,file6860,1566-07-30
file6858,file6859,1566-07-30
file6859,file6860,1566-07-30
file686,file708,1549-09-25
file686,file687,1549-09-25
file6861,file6862,1566-07-31
file6864,file6889,1566-08-02
file6864,file6874,1566-08-02
file6864,file6869,1566-08-02
file6865,file6867,1566-08-07
file6866,file6868,1566-08-07
file6869,file6874,1566-08-12
file6869,file6889,1566-08-12
file687,file708,1549-09-25
file6873,file6876,1566-08-19
file6873,file6902,1566-08-19
file6874,file6889,1566-08-19
file6875,file6887,1566-08-20
file6876,file6902,1566-08-20
file688,file710,1549-09-25
file6880,file6890,1566-08-25
file6880,file6891,1566-08-25
file6882,file6894,1566-08-27
file6882,file6898,1566-08-27
file6885,file6886,1566-08-28
file6890,file6891,1566-09-01
file6894,file6898,1566-09-06
file69,file82,1548-03-12
file69,file78,1548-03-12
file690,file709,1549-09-27
file6902,file6919,1566-09-13
file6902,file6920,1566-09-13
file6902,file6904,1566-09-13
file6904,file6920,1566-09-23
file6904,file6919,1566-09-23
file6904,file6926,1566-09-23
file691,file724,1549-09-27
file6911,file6917,1566-09-27
file6919,file6938,1566-10-08
file6919,file6934,1566-10-08
file6919,file6926,1566-10-08
file6919,file6920,1566-10-08
file6920,file6938,1566-10-08
file6920,file6934,1566-10-08
file6920,file6926,1566-10-08
file6921,file6940,1566-10-09
file6921,file6925,1566-10-09
file6922,file6930,1566-10-10
file6924,file6943,1566-10-13
file6925,file6940,1566-10-17
file6925,file6949,1566-10-17
file6926,file6938,1566-10-17
file6926,file6934,1566-10-17
file6926,file6947,1566-10-17
file6926,file6944,1566-10-17
file6927,file6945,1566-10-18
file6927,file6937,1566-10-18
file6927,file6932,1566-10-18
file693,file694,1549-09-30
file693,file725,1549-09-30
file693,file711,1549-09-30
file6932,file6945,1566-10-28
file6932,file6955,1566-10-28
file6932,file6950,1566-10-28
file6932,file6937,1566-10-28
file6933,file6952,1566-10-30
file6934,file6953,1566-10-31
file6934,file6938,1566-10-31
file6934,file6947,1566-10-31
file6934,file6944,1566-10-31
file6937,file6945,1566-11-02
file6937,file6955,1566-11-02
file6937,file6950,1566-11-02
file6937,file6956,1566-11-02
file6938,file6947,1566-11-02
file6938,file6944,1566-11-02
file6938,file6953,1566-11-02
file694,file725,1549-09-30
file694,file711,1549-09-30
file6940,file6949,1566-11-06
file6944,file6957,1566-11-12
file6944,file6947,1566-11-12
file6944,file6953,1566-11-12
file6945,file6955,1566-11-12
file6945,file6950,1566-11-12
file6945,file6956,1566-11-12
file6947,file6953,1566-11-13
file6947,file6957,1566-11-13
file6949,file6958,1566-11-16
file6950,file6955,1566-11-18
file6950,file6956,1566-11-18
file6953,file6957,1566-11-20
file6953,file6966,1566-11-20
file6953,file6961,1566-11-20
file6955,file6969,1566-11-27
file6955,file6956,1566-11-27
file6956,file6969,1566-11-30
file6957,file6966,1566-12-07
file6957,file6961,1566-12-07
file6957,file6986,1566-12-07
file6957,file6971,1566-12-07
file6958,file6981,1566-12-08
file6959,file6998,1566-12-12
file6960,file6994,1566-12-12
file6961,file6966,1566-12-14
file6961,file6986,1566-12-14
file6961,file6971,1566-12-14
file6964,file6985,1566-12-16
file6964,file6976,1566-12-16
file6964,file6978,1566-12-16
file6964,file6993,1566-12-16
file6965,file6984,1566-12-18
file6966,file6986,1566-12-20
file6966,file6971,1566-12-20
file6969,file6989,1566-12-23
file6969,file6975,1566-12-23
file6971,file6986,1566-12-26
file6971,file7006,1566-12-26
file6972,file6979,1566-12-27
file6975,file6989,1567-01-01
file6975,file7009,1567-01-01
file6975,file7005,1567-01-01
file6976,file6978,1567-01-01
file6976,file6993,1567-01-01
file6976,file6985,1567-01-01
file6977,file7251,1567-10-05
file6977,file7239,1567-09-23
file6977,file7316,1567-10-17
file6977,file7275,1567-10-17
file6977,file7273,1567-10-17
file6977,file7255,1567-10-09
file6977,file7248,1567-10-03
file6977,file7297,1567-10-17
file6977,file7302,1567-10-17
file6977,file7294,1567-10-17
file6977,file7277,1567-10-17
file6977,file7289,1567-10-17
file6977,file7267,1567-10-17
file6977,file7256,1567-10-09
file6977,file7287,1567-10-17
file6977,file7301,1567-10-17
file6977,file7280,1567-10-17
file6978,file6993,1567-01-01
file6978,file6985,1567-01-01
file6985,file6993,1567-01-02
file6986,file7006,1567-01-02
file6986,file7008,1567-01-02
file6988,file7000,1567-01-03
file6988,file6995,1567-01-03
file6989,file7005,1567-01-03
file6989,file7012,1567-01-03
file6989,file7009,1567-01-03
file6990,file6999,1567-01-03
file6990,file7078,1567-01-01
file6995,file7000,1567-01-07
file6997,file7001,1567-01-08
file6997,file7010,1567-01-08
file6998,file7013,1567-01-11
file6999,file7015,1567-01-14
file6999,file7078,1567-01-01
file70,file77,1548-03-13
file700,file703,1549-10-03
file7001,file7010,1567-01-16
file7005,file7012,1567-01-24
file7005,file7009,1567-01-24
file7005,file7031,1567-01-24
file7006,file7032,1567-01-24
file7006,file7008,1567-01-24
file7006,file7023,1567-01-24
file7006,file7014,1567-01-24
file7008,file7032,1567-01-26
file7008,file7023,1567-01-26
file7008,file7036,1567-01-26
file7008,file7014,1567-01-26
file7009,file7031,1567-01-31
file7009,file7012,1567-01-31
file701,file719,1549-10-07
file7010,file7034,1567-01-31
file7010,file7024,1567-01-31
file7012,file7031,1567-02-02
file7013,file7042,1567-02-03
file7014,file7032,1567-02-04
file7014,file7023,1567-02-04
file7014,file7036,1567-02-04
file7016,file7017,1567-02-06
file7018,file7037,1567-02-12
file7019,file7028,1567-02-15
file7023,file7055,1567-02-17
file7023,file7036,1567-02-17
file7023,file7032,1567-02-17
file7023,file7051,1567-02-17
file7024,file7056,1567-02-17
file7024,file7052,1567-02-17
file7024,file7034,1567-02-17
file7026,file7027,1567-02-19
file7026,file7053,1567-02-19
file7026,file7049,1567-02-19
file7027,file7053,1567-02-20
file7027,file7049,1567-02-20
file703,file731,1549-10-09
file7031,file7045,1567-02-21
file7032,file7051,1567-02-21
file7032,file7055,1567-02-21
file7032,file7036,1567-02-21
file7032,file7057,1567-02-21
file7034,file7056,1567-02-24
file7034,file7052,1567-02-24
file7036,file7051,1567-02-25
file7036,file7057,1567-02-25
file7036,file7055,1567-02-25
file7036,file7058,1567-02-25
file7045,file7063,1567-03-06
file7049,file7074,1567-03-12
file7049,file7064,1567-03-12
file7049,file7053,1567-03-12
file7049,file7062,1567-03-12
file7049,file7068,1567-03-12
file7049,file7070,1567-03-12
file7050,file7059,1567-03-12
file7050,file7054,1567-03-12
file7051,file7055,1567-03-13
file7051,file7058,1567-03-13
file7051,file7057,1567-03-13
file7051,file7066,1567-03-13
file7051,file7067,1567-03-13
file7052,file7056,1567-03-13
file7053,file7062,1567-03-15
file7053,file7068,1567-03-15
file7053,file7070,1567-03-15
file7053,file7074,1567-03-15
file7053,file7064,1567-03-15
file7054,file7059,1567-03-16
file7055,file7058,1567-03-17
file7055,file7057,1567-03-17
file7055,file7066,1567-03-17
file7055,file7067,1567-03-17
file7055,file7077,1567-03-17
file7057,file7077,1567-03-20
file7057,file7058,1567-03-20
file7057,file7066,1567-03-20
file7057,file7067,1567-03-20
file7058,file7066,1567-03-24
file7058,file7067,1567-03-24
file7058,file7077,1567-03-24
file7060,file7072,1567-03-28
file7060,file7082,1567-03-28
file7061,file7071,1567-03-28
file7062,file7074,1567-03-29
file7062,file7064,1567-03-29
file7062,file7068,1567-03-29
file7062,file7070,1567-03-29
file7064,file7074,1567-03-31
file7064,file7068,1567-03-31
file7064,file7070,1567-03-31
file7066,file7067,1567-04-02
file7066,file7092,1567-04-02
file7066,file7077,1567-04-02
file7067,file7092,1567-04-05
file7067,file7077,1567-04-05
file7068,file7074,1567-04-06
file7068,file7096,1567-04-06
file7068,file7070,1567-04-06
file7068,file7093,1567-04-06
file7069,file7083,1567-04-07
file7070,file7093,1567-04-08
file7070,file7074,1567-04-08
file7070,file7096,1567-04-08
file7072,file7082,1567-04-10
file7073,file7080,1567-04-10
file7074,file7093,1567-04-11
file7074,file7096,1567-04-11
file7077,file7092,1567-04-15
file7077,file7101,1567-04-15
file7077,file7103,1567-04-15
file7077,file7097,1567-04-15
file708,file732,1549-10-14
file7085,file7089,1567-04-18
file7092,file7112,1567-05-02
file7092,file7097,1567-05-02
file7092,file7101,1567-05-02
file7092,file7103,1567-05-02
file7093,file7096,1567-05-03
file7093,file7102,1567-05-03
file7093,file7108,1567-05-03
file7095,file7116,1567-05-06
file7096,file7102,1567-05-06
file7096,file7108,1567-05-06
file7097,file7101,1567-05-08
file7097,file7103,1567-05-08
file7097,file7112,1567-05-08
file7098,file7114,1567-05-08
file7099,file7106,1567-05-11
file7099,file7104,1567-05-11
file71,file75,1548-03-14
file71,file86,1548-03-14
file7101,file7119,1567-05-12
file7101,file7103,1567-05-12
file7101,file7112,1567-05-12
file7102,file7108,1567-05-15
file7102,file7124,1567-05-15
file7103,file7112,1567-05-15
file7103,file7119,1567-05-15
file7104,file7123,1567-05-16
file7104,file7121,1567-05-16
file7104,file7106,1567-05-16
file7106,file7121,1567-05-18
file7106,file7123,1567-05-18
file7108,file7124,1567-05-21
file7109,file7125,1567-05-21
file711,file725,1549-10-17
file7112,file7119,1567-05-25
file7117,file7133,1567-06-01
file7119,file7148,1567-06-09
file7119,file7135,1567-06-09
file7121,file7149,1567-06-11
file7121,file7140,1567-06-11
file7121,file7123,1567-06-11
file7123,file7149,1567-06-11
file7123,file7140,1567-06-11
file7124,file7144,1567-06-12
file7127,file7129,1567-06-19
file7127,file7128,1567-06-19
file7127,file7130,1567-06-19
file7127,file7150,1567-06-19
file7128,file7129,1567-06-19
file7128,file7130,1567-06-19
file7128,file7150,1567-06-19
file7129,file7130,1567-06-23
file7129,file7150,1567-06-23
file7130,file7150,1567-06-23
file7133,file7137,1567-06-24
file7134,file7153,1567-06-25
file7135,file7148,1567-06-26
file7135,file7161,1567-06-26
file7136,file7154,1567-07-02
file7138,file7170,1567-07-03
file7140,file7149,1567-07-04
file7140,file7172,1567-07-04
file7142,file7179,1567-07-04
file7142,file7164,1567-07-04
file7143,file7156,1567-07-04
file7143,file7155,1567-07-04
file7144,file7183,1567-07-06
file7144,file7171,1567-07-06
file7144,file7157,1567-07-06
file7147,file7162,1567-07-08
file7147,file7168,1567-07-08
file7148,file7161,1567-07-08
file7148,file7173,1567-07-08
file7149,file7188,1567-07-10
file7149,file7172,1567-07-10
file7150,file7166,1567-07-12
file7150,file7167,1567-07-12
file7150,file7165,1567-07-12
file7151,file7175,1567-07-13
file7155,file7156,1567-07-14
file7157,file7183,1567-07-15
file7157,file7171,1567-07-15
file716,file736,1549-10-20
file7161,file7191,1567-07-19
file7161,file7173,1567-07-19
file7162,file7168,1567-07-23
file7162,file7184,1567-07-23
file7163,file7204,1567-07-23
file7164,file7189,1567-07-23
file7164,file7179,1567-07-23
file7165,file7166,1567-07-24
file7165,file7167,1567-07-24
file7166,file7167,1567-07-24
file7168,file7184,1567-07-25
file7169,file7193,1567-07-28
file717,file721,1549-10-22
file7170,file7200,1567-07-28
file7170,file7185,1567-07-28
file7171,file7183,1567-07-29
file7172,file7207,1567-07-29
file7172,file7190,1567-07-29
file7172,file7188,1567-07-29
file7172,file7201,1567-07-29
file7173,file7213,1567-07-30
file7173,file7191,1567-07-30
file7179,file7189,1567-08-01
file7182,file7212,1567-08-04
file7184,file7208,1567-08-08
file7184,file7218,1567-08-08
file7185,file7200,1567-08-08
file7188,file7201,1567-08-09
file7188,file7207,1567-08-09
file7188,file7190,1567-08-09
file719,file734,1549-10-21
file7190,file7201,1567-08-12
file7190,file7207,1567-08-12
file7191,file7213,1567-08-12
file7194,file7195,1567-08-14
file7201,file7207,1567-08-15
file7202,file7206,1567-08-18
file7202,file7227,1567-08-18
file7203,file7224,1567-08-19
file7204,file7230,1567-08-22
file7204,file7215,1567-08-22
file7206,file7227,1567-08-25
file7206,file7233,1567-08-25
file7207,file7239,1567-08-25
file7208,file7228,1567-08-26
file7208,file7218,1567-08-26
file7209,file7214,1567-08-26
file7211,file7229,1567-08-26
file7213,file7231,1567-08-28
file7213,file7235,1567-08-28
file7213,file7225,1567-08-28
file7215,file7230,1567-08-30
file7215,file7242,1567-08-30
file7217,file7219,1567-09-01
file7218,file7228,1567-09-02
file722,file723,1549-10-23
file7220,file7221,1567-09-05
file7221,file7252,1567-09-06
file7224,file7249,1567-09-10
file7225,file7257,1567-09-13
file7225,file7231,1567-09-13
file7225,file7235,1567-09-13
file7225,file7261,1567-09-13
file7227,file7233,1567-09-14
file7228,file7266,1567-09-16
file7228,file7254,1567-09-16
file7229,file7243,1567-09-17
file7230,file7242,1567-09-18
file7230,file7265,1567-09-18
file7231,file7235,1567-09-18
file7231,file7261,1567-09-18
file7231,file7257,1567-09-18
file7234,file7268,1567-09-19
file7234,file7247,1567-09-19
file7234,file7270,1567-09-19
file7234,file7250,1567-09-19
file7235,file7257,1567-09-20
file7235,file7271,1567-09-20
file7235,file7261,1567-09-20
file7239,file7273,1567-09-23
file7239,file7255,1567-09-23
file7239,file7248,1567-09-23
file7239,file7267,1567-09-23
file7239,file7256,1567-09-23
file7239,file7251,1567-09-23
file7242,file7265,1567-09-26
file7246,file7260,1567-10-02
file7247,file7250,1567-10-02
file7247,file7268,1567-10-02
file7247,file7270,1567-10-02
file7248,file7251,1567-10-03
file7248,file7316,1567-10-03
file7248,file7275,1567-10-03
file7248,file7273,1567-10-03
file7248,file7255,1567-10-03
file7248,file7277,1567-10-03
file7248,file7267,1567-10-03
file7248,file7256,1567-10-03
file7248,file7287,1567-10-03
file7248,file7280,1567-10-03
file7250,file7268,1567-10-05
file7250,file7270,1567-10-05
file7251,file7255,1567-10-05
file7251,file7277,1567-10-05
file7251,file7289,1567-10-05
file7251,file7267,1567-10-05
file7251,file7256,1567-10-05
file7251,file7287,1567-10-05
file7251,file7280,1567-10-05
file7251,file7316,1567-10-05
file7251,file7275,1567-10-05
file7251,file7273,1567-10-05
file7252,file7276,1567-10-06
file7252,file7283,1567-10-06
file7254,file7282,1567-10-08
file7254,file7284,1567-10-08
file7254,file7266,1567-10-08
file7254,file7290,1567-10-08
file7254,file7269,1567-10-08
file7255,file7294,1567-10-09
file7255,file7277,1567-10-09
file7255,file7267,1567-10-09
file7255,file7256,1567-10-09
file7255,file7289,1567-10-09
file7255,file7287,1567-10-09
file7255,file7280,1567-10-09
file7255,file7316,1567-10-09
file7255,file7275,1567-10-09
file7255,file7273,1567-10-09
file7256,file7316,1567-10-09
file7256,file7275,1567-10-09
file7256,file7273,1567-10-09
file7256,file7294,1567-10-09
file7256,file7277,1567-10-09
file7256,file7267,1567-10-09
file7256,file7289,1567-10-09
file7256,file7287,1567-10-09
file7256,file7280,1567-10-09
file7257,file7288,1567-10-09
file7257,file7281,1567-10-09
file7257,file7293,1567-10-09
file7257,file7292,1567-10-09
file7257,file7271,1567-10-09
file7257,file7261,1567-10-09
file7258,file7262,1567-10-09
file7259,file7295,1567-10-10
file726,file739,1549-10-29
file7261,file7281,1567-10-12
