source,target,date_min
file3683,file3697,1558-08-26
file3684,file3713,1558-08-26
file3686,file3698,1558-08-29
file3686,file3694,1558-08-29
file3686,file3714,1558-08-29
file3687,file3692,1558-08-29
file3687,file3697,1558-08-29
file3687,file3695,1558-08-29
file3687,file3703,1558-08-29
file3688,file3707,1558-08-30
file3692,file3703,1558-09-02
file3692,file3697,1558-09-02
file3692,file3695,1558-09-02
file3693,file3702,1558-09-03
file3693,file3712,1558-09-03
file3694,file3714,1558-09-04
file3694,file3723,1558-09-04
file3694,file3698,1558-09-04
file3695,file3697,1558-09-05
file3695,file3703,1558-09-05
file3697,file3703,1558-09-09
file3698,file3723,1558-09-10
file3698,file3714,1558-09-10
file37,file44,1548-02-06
file370,file387,1548-12-15
file370,file378,1548-12-15
file370,file398,1548-12-15
file370,file396,1548-12-15
file370,file382,1548-12-15
file370,file403,1548-12-15
file3700,file3704,1558-09-11
file3700,file3711,1558-09-11
file3702,file3712,1558-09-12
file3704,file3711,1558-09-12
file3706,file3730,1558-09-13
file3706,file3717,1558-09-13
file3712,file3732,1558-09-19
file3714,file3723,1558-09-20
file3714,file3734,1558-09-20
file3717,file3730,1558-09-22
file3722,file3737,1558-09-30
file3723,file3734,1558-10-03
file3724,file3729,1558-10-03
file3726,file3727,1558-10-04
file3731,file3748,1558-10-08
file3732,file3745,1558-10-13
file3733,file3755,1558-10-17
file3734,file3762,1558-10-20
file3738,file3760,1558-10-26
file3738,file3757,1558-10-26
file3738,file3756,1558-10-26
file3738,file3745,1558-10-26
file3738,file3749,1558-10-26
file3738,file3744,1558-10-26
file374,file379,1548-12-20
file374,file390,1548-12-20
file3744,file3756,1558-10-28
file3744,file3745,1558-10-26
file3744,file3749,1558-10-28
file3744,file3760,1558-10-28
file3744,file3757,1558-10-28
file3745,file3756,1558-10-26
file3745,file3749,1558-10-26
file3745,file3774,1558-10-26
file3745,file3760,1558-10-26
file3745,file3757,1558-10-26
file3748,file3761,1558-10-30
file3748,file3773,1558-10-30
file3748,file3763,1558-10-30
file3749,file3760,1558-10-31
file3749,file3757,1558-10-31
file3749,file3756,1558-10-31
file3752,file3783,1558-11-01
file3756,file3760,1558-11-07
file3756,file3757,1558-11-07
file3757,file3760,1558-11-07
file376,file380,1548-12-21
file376,file405,1548-12-21
file3761,file3787,1558-11-11
file3761,file3763,1558-11-11
file3761,file3789,1558-11-11
file3761,file3773,1558-11-11
file3762,file3785,1558-11-12
file3762,file3791,1558-11-12
file3762,file3781,1558-11-12
file3763,file3773,1558-11-15
file3763,file3787,1558-11-15
file3763,file3789,1558-11-15
file3764,file3768,1558-11-18
file3766,file3778,1558-11-18
file3766,file3770,1558-11-18
file3770,file3778,1558-11-20
file3773,file3789,1558-11-21
file3773,file3787,1558-11-21
file3774,file3784,1558-11-22
file3774,file3798,1558-11-22
file378,file398,1548-12-22
file378,file396,1548-12-22
file378,file382,1548-12-22
file378,file403,1548-12-22
file378,file387,1548-12-22
file3781,file3794,1558-11-30
file3781,file3791,1558-11-30
file3781,file3785,1558-11-30
file3784,file3798,1558-12-01
file3785,file3794,1558-12-02
file3785,file3791,1558-12-02
file3787,file3789,1558-12-05
file3787,file3823,1558-12-05
file3789,file3823,1558-12-09
file3789,file3830,1558-12-09
file379,file390,1548-12-25
file3791,file3824,1558-12-12
file3791,file3794,1558-12-12
file3792,file3827,1558-12-12
file3792,file3797,1558-12-12
file3792,file3807,1558-12-12
file3792,file3834,1558-12-12
file3792,file3799,1558-12-12
file3794,file3824,1558-12-13
file3794,file3837,1558-12-13
file3797,file3827,1558-12-16
file3797,file3807,1558-12-16
file3797,file3839,1558-12-16
file3797,file3834,1558-12-16
file3797,file3799,1558-12-16
file3798,file3833,1558-12-16
file3799,file3839,1558-12-16
file3799,file3807,1558-12-16
file3799,file3834,1558-12-16
file3799,file3827,1558-12-16
file38,file53,1548-02-06
file38,file48,1548-02-06
file38,file9,1548-01-10
file38,file61,1548-02-06
file380,file405,1548-12-26
file3800,file3836,1558-12-16
file3800,file3826,1558-12-16
file3807,file3844,1558-12-26
file3807,file3827,1558-12-26
file3807,file3840,1558-12-26
file3807,file3839,1558-12-26
file3807,file3834,1558-12-26
file381,file400,1548-12-27
file381,file404,1548-12-27
file381,file401,1548-12-27
file382,file387,1548-12-28
file382,file398,1548-12-28
file382,file396,1548-12-28
file382,file417,1548-12-28
file382,file403,1548-12-28
file3821,file4109,1559-01-01
file3823,file3850,1559-01-01
file3823,file3830,1559-01-01
file3824,file3837,1559-01-02
file3824,file3849,1559-01-02
file3825,file3846,1559-01-03
file3826,file3836,1559-01-05
file3827,file3844,1559-01-06
file3827,file3840,1559-01-06
file3827,file3839,1559-01-06
file3827,file3834,1559-01-06
file3828,file3829,1559-01-06
file383,file406,1548-12-31
file3830,file3854,1559-01-06
file3830,file3850,1559-01-06
file3831,file3851,1559-01-07
file3831,file3838,1559-01-07
file3833,file3843,1559-01-09
file3833,file3852,1559-01-09
file3834,file3839,1559-01-09
file3834,file3844,1559-01-09
file3834,file3840,1559-01-09
file3837,file3855,1559-01-12
file3837,file3849,1559-01-12
file3838,file3848,1559-01-13
file3838,file3851,1559-01-13
file3839,file3862,1559-01-13
file3839,file3840,1559-01-13
file3839,file3860,1559-01-13
file3839,file3844,1559-01-13
file3840,file3860,1559-01-16
file3840,file3844,1559-01-16
file3840,file3862,1559-01-16
file3843,file3852,1559-01-20
file3844,file3862,1559-01-20
file3844,file3860,1559-01-20
file3849,file3868,1559-01-24
file3849,file3855,1559-01-24
file3850,file3854,1559-01-25
file3852,file3874,1559-02-01
file3854,file3879,1559-02-02
file3855,file3876,1559-02-03
file3855,file3868,1559-02-03
file3859,file3886,1559-02-08
file3860,file3862,1559-02-11
file3868,file3894,1559-02-22
file3868,file3876,1559-02-22
file387,file398,1549-01-01
file387,file396,1549-01-01
file387,file417,1549-01-01
file387,file403,1549-01-01
file3870,file3877,1559-02-24
file3871,file3897,1559-02-25
file3875,file3885,1559-02-27
file3876,file3894,1559-02-28
file3877,file3907,1559-02-28
file3879,file3888,1559-03-01
file3885,file3904,1559-03-04
file3886,file3898,1559-03-06
file3887,file3902,1559-03-08
file3887,file3901,1559-03-08
file3888,file3913,1559-03-09
file3890,file3914,1559-03-12
file3891,file3905,1559-03-12
file3894,file3911,1559-03-14
file3895,file3903,1559-03-14
file3896,file3899,1559-03-16
file3896,file3909,1559-03-16
file3898,file3923,1559-03-20
file3899,file3909,1559-03-21
file39,file46,1548-02-08
file39,file62,1548-02-08
file39,file8,1548-01-10
file3900,file3920,1559-03-21
file3900,file3917,1559-03-21
file3901,file3928,1559-03-25
file3901,file3902,1559-03-25
file3902,file3928,1559-03-25
file3907,file3919,1559-03-30
file3907,file3918,1559-03-30
file3909,file3934,1559-03-30
file391,file392,1549-01-01
file3911,file3925,1559-04-02
file3911,file3922,1559-04-02
file3912,file3924,1559-04-03
file3912,file3933,1559-04-03
file3912,file3916,1559-04-03
file3912,file3931,1559-04-03
file3912,file3932,1559-04-03
file3912,file3927,1559-04-03
file3912,file3915,1559-04-03
file3912,file3921,1559-04-03
file3915,file3933,1559-04-05
file3915,file3916,1559-04-05
file3915,file3931,1559-04-05
file3915,file3932,1559-04-05
file3915,file3927,1559-04-05
file3915,file3921,1559-04-05
file3915,file3924,1559-04-05
file3916,file3944,1559-04-07
file3916,file3933,1559-04-07
file3916,file3931,1559-04-07
file3916,file3932,1559-04-07
file3916,file3927,1559-04-07
file3916,file3924,1559-04-07
file3916,file3921,1559-04-07
file3917,file3920,1559-04-07
file3918,file3919,1559-04-10
file3920,file3954,1559-04-13
file3921,file3927,1559-04-14
file3921,file3924,1559-04-14
file3921,file3944,1559-04-14
file3921,file3933,1559-04-14
file3921,file3931,1559-04-14
file3921,file3932,1559-04-14
file3922,file3925,1559-04-14
file3923,file3930,1559-04-14
file3923,file3939,1559-04-14
file3924,file3931,1559-04-17
file3924,file3932,1559-04-17
file3924,file3927,1559-04-17
file3924,file3944,1559-04-17
file3924,file3933,1559-04-17
file3925,file3958,1559-04-20
file3927,file3944,1559-04-21
file3927,file3933,1559-04-21
file3927,file3931,1559-04-21
file3927,file3932,1559-04-21
file3930,file3939,1559-04-23
file3931,file3932,1559-04-24
file3931,file3967,1559-04-24
file3931,file3944,1559-04-24
file3931,file3933,1559-04-24
file3932,file3933,1559-04-24
file3932,file3967,1559-04-24
file3932,file3944,1559-04-24
file3933,file3967,1559-04-24
file3933,file3944,1559-04-24
file3934,file3955,1559-04-24
file3938,file3956,1559-04-29
file3938,file3943,1559-04-29
file3941,file3948,1559-05-01
file3941,file3969,1559-05-01
file3943,file3980,1559-05-05
file3943,file3956,1559-05-05
file3944,file3974,1559-05-06
file3944,file3971,1559-05-06
file3944,file3970,1559-05-06
file3944,file3983,1559-05-06
file3944,file3967,1559-05-06
file3945,file3966,1559-05-06
file3946,file3950,1559-05-06
file3948,file3969,1559-05-10
file3949,file3951,1559-05-12
file3954,file3963,1559-05-13
file3956,file3980,1559-05-16
file3958,file3984,1559-05-18
file3959,file3972,1559-05-18
file3959,file3989,1559-05-18
file396,file398,1549-01-02
file396,file417,1549-01-02
file396,file403,1549-01-02
file3964,file3985,1559-05-20
file3966,file3996,1559-05-21
file3967,file3971,1559-05-22
file3967,file3987,1559-05-22
file3967,file3970,1559-05-22
file3967,file3983,1559-05-22
file3967,file3974,1559-05-22
file3970,file3974,1559-05-25
file3970,file3971,1559-05-25
file3970,file3999,1559-05-25
file3970,file3987,1559-05-25
file3970,file3983,1559-05-25
file3971,file3974,1559-05-29
file3971,file3999,1559-05-29
file3971,file3987,1559-05-29
file3971,file3983,1559-05-29
file3972,file3989,1559-05-29
file3972,file4001,1559-05-29
file3972,file3998,1559-05-29
file3974,file3999,1559-05-30
file3974,file3987,1559-05-30
file3974,file3983,1559-05-30
file398,file403,1549-01-08
file398,file429,1549-01-08
file398,file417,1549-01-08
file3983,file3999,1559-06-05
file3983,file4009,1559-06-05
file3983,file3987,1559-06-05
file3983,file4013,1559-06-05
file3983,file4002,1559-06-05
file3983,file4010,1559-06-05
file3984,file4011,1559-06-06
file3984,file3997,1559-06-06
file3987,file4014,1559-06-10
file3987,file4009,1559-06-10
file3987,file3999,1559-06-10
file3987,file4013,1559-06-10
file3987,file4002,1559-06-10
file3987,file4010,1559-06-10
file3989,file4001,1559-06-12
file3989,file3998,1559-06-12
file3994,file3995,1559-06-17
file3996,file4021,1559-06-20
file3996,file4015,1559-06-20
file3997,file4011,1559-06-22
file3997,file4020,1559-06-22
file3998,file4001,1559-06-22
file3998,file4018,1559-06-22
file3999,file4013,1559-06-23
file3999,file4002,1559-06-23
file3999,file4010,1559-06-23
file3999,file4019,1559-06-23
file3999,file4014,1559-06-23
file3999,file4009,1559-06-23
file40,file45,1548-02-10
file400,file404,1549-01-12
file400,file401,1549-01-12
file4001,file4018,1559-06-25
file4002,file4014,1559-06-30
file4002,file4009,1559-06-30
file4002,file4013,1559-06-30
file4002,file4024,1559-06-30
file4002,file4028,1559-06-30
file4002,file4010,1559-06-30
file4002,file4023,1559-06-30
file4002,file4019,1559-06-30
file4006,file4030,1559-07-01
file4007,file4034,1559-07-02
file4009,file4014,1559-07-03
file4009,file4024,1559-07-03
file4009,file4013,1559-07-03
file4009,file4031,1559-07-03
file4009,file4028,1559-07-03
file4009,file4010,1559-07-03
file4009,file4035,1559-07-03
file4009,file4023,1559-07-03
file4009,file4019,1559-07-03
file401,file404,1549-01-12
file4010,file4014,1559-07-03
file4010,file4024,1559-07-03
file4010,file4013,1559-07-03
file4010,file4031,1559-07-03
file4010,file4028,1559-07-03
file4010,file4035,1559-07-03
file4010,file4023,1559-07-03
file4010,file4019,1559-07-03
file4011,file4020,1559-07-04
file4013,file4014,1559-07-05
file4013,file4024,1559-07-05
file4013,file4031,1559-07-05
file4013,file4028,1559-07-05
file4013,file4035,1559-07-05
file4013,file4023,1559-07-05
file4013,file4019,1559-07-05
file4014,file4024,1559-07-07
file4014,file4031,1559-07-07
file4014,file4028,1559-07-07
file4014,file4035,1559-07-07
file4014,file4023,1559-07-07
file4014,file4019,1559-07-07
file4015,file4032,1559-07-07
file4015,file4025,1559-07-07
file4015,file4021,1559-07-07
file4019,file4024,1559-07-17
file4019,file4031,1559-07-17
file4019,file4028,1559-07-17
file4019,file4043,1559-07-17
file4019,file4035,1559-07-17
file4019,file4023,1559-07-17
file4020,file4039,1559-07-20
file4021,file4025,1559-07-20
file4021,file4032,1559-07-20
file4023,file4054,1559-07-24
file4023,file4024,1559-07-24
file4023,file4031,1559-07-24
file4023,file4028,1559-07-24
file4023,file4043,1559-07-24
file4023,file4035,1559-07-24
file4024,file4031,1559-07-24
file4024,file4028,1559-07-24
file4024,file4043,1559-07-24
file4024,file4035,1559-07-24
file4024,file4054,1559-07-24
file4025,file4056,1559-07-26
file4025,file4032,1559-07-26
file4026,file4027,1559-07-26
file4026,file4042,1559-07-26
file4027,file4042,1559-07-26
file4028,file4054,1559-07-27
file4028,file4031,1559-07-27
file4028,file4058,1559-07-27
file4028,file4043,1559-07-27
file4028,file4035,1559-07-27
file403,file417,1549-01-14
file403,file429,1549-01-14
file403,file430,1549-01-14
file403,file431,1549-01-14
file4030,file4060,1559-07-30
file4031,file4058,1559-07-31
file4031,file4043,1559-07-31
file4031,file4035,1559-07-31
file4031,file4054,1559-07-31
file4032,file4056,1559-07-31
file4035,file4058,1559-08-01
file4035,file4043,1559-08-01
file4035,file4054,1559-08-01
file4036,file4062,1559-08-02
file4039,file4067,1559-08-07
file4039,file4059,1559-08-07
file4039,file4063,1559-08-07
file404,file434,1549-01-16
file404,file433,1549-01-16
file4043,file4068,1559-08-14
file4043,file4058,1559-08-14
file4043,file4069,1559-08-14
file4043,file4054,1559-08-14
file405,file424,1549-01-16
file405,file421,1549-01-16
file4052,file4082,1559-08-20
file4054,file4069,1559-08-21
file4054,file4083,1559-08-21
file4054,file4068,1559-08-21
file4054,file4058,1559-08-21
file4058,file4069,1559-08-25
file4058,file4087,1559-08-25
file4058,file4083,1559-08-25
file4058,file4068,1559-08-25
file4059,file4086,1559-08-25
file4059,file4067,1559-08-25
file4059,file4077,1559-08-25
file4059,file4084,1559-08-25
file4059,file4063,1559-08-25
file4060,file4088,1559-08-25
file4062,file4092,1559-08-27
file4063,file4086,1559-08-28
file4063,file4067,1559-08-28
file4063,file4077,1559-08-28
file4063,file4084,1559-08-28
file4067,file4086,1559-09-04
file4067,file4095,1559-09-04
file4067,file4077,1559-09-04
file4067,file4084,1559-09-04
file4068,file4069,1559-09-04
file4068,file4087,1559-09-04
file4068,file4083,1559-09-04
file4069,file4087,1559-09-04
file4069,file4083,1559-09-04
file4070,file4074,1559-09-04
file4071,file4085,1559-09-04
file4073,file4091,1559-09-06
file4073,file4076,1559-09-06
file4076,file4091,1559-09-13
file4077,file4099,1559-09-15
file4077,file4086,1559-09-15
file4077,file4095,1559-09-15
file4077,file4084,1559-09-15
file408,file436,1549-01-20
file408,file425,1549-01-20
file408,file418,1549-01-20
file408,file428,1549-01-20
file4081,file4096,1559-09-17
file4083,file4087,1559-09-18
file4083,file4103,1559-09-18
file4083,file4100,1559-09-18
file4083,file4101,1559-09-18
file4084,file4086,1559-09-20
file4084,file4099,1559-09-20
file4084,file4095,1559-09-20
file4086,file4099,1559-09-21
file4086,file4095,1559-09-21
file4087,file4103,1559-09-22
file4087,file4100,1559-09-22
file4087,file4101,1559-09-22
file4093,file4102,1559-09-29
file4093,file4094,1559-09-29
file4094,file4102,1559-09-30
file4095,file4099,1559-10-03
file4096,file4114,1559-10-05
file4098,file4112,1559-10-08
file4098,file4116,1559-10-08
file41,file47,1548-02-11
file41,file42,1548-02-11
file41,file57,1548-02-11
file41,file52,1548-02-11
file41,file63,1548-02-11
file4100,file4101,1559-10-09
file4100,file4121,1559-10-09
file4100,file4103,1559-10-09
file4100,file4117,1559-10-09
file4101,file4117,1559-10-13
file4101,file4121,1559-10-13
file4101,file4103,1559-10-13
file4103,file4121,1559-10-16
file4103,file4117,1559-10-16
file4108,file4113,1559-10-20
file411,file412,1549-01-21
file4111,file4120,1559-10-23
file4112,file4116,1559-10-24
file4112,file4125,1559-10-24
file4116,file4125,1559-11-01
file4117,file4128,1559-11-03
file4117,file4134,1559-11-03
file4117,file4138,1559-11-03
file4117,file4121,1559-11-03
file4121,file4134,1559-11-06
file4121,file4148,1559-11-06
file4121,file4138,1559-11-06
file4121,file4128,1559-11-06
file4122,file4153,1559-11-13
file4125,file4143,1559-11-16
file4126,file4137,1559-11-17
file4126,file4142,1559-11-17
file4126,file4140,1559-11-17
file4126,file4156,1559-11-17
file4128,file4138,1559-11-20
file4128,file4155,1559-11-20
file4128,file4134,1559-11-20
file4128,file4150,1559-11-20
file4128,file4148,1559-11-20
file413,file419,1549-01-22
file413,file435,1549-01-22
file4130,file4146,1559-11-21
file4130,file4147,1559-11-21
file4130,file4145,1559-11-21
file4133,file4157,1559-11-24
file4134,file4155,1559-11-24
file4134,file4150,1559-11-24
file4134,file4148,1559-11-24
file4134,file4138,1559-11-24
file4135,file4144,1559-11-24
file4136,file4154,1559-11-25
file4137,file4142,1559-11-27
file4137,file4140,1559-11-27
file4137,file4156,1559-11-27
file4138,file4148,1559-11-28
file4138,file4155,1559-11-28
file4138,file4150,1559-11-28
file4140,file4161,1559-12-01
file4140,file4142,1559-12-01
file4140,file4156,1559-12-01
file4142,file4156,1559-12-03
file4142,file4161,1559-12-03
file4145,file4146,1559-11-21
file4145,file4147,1559-11-21
file4146,file4147,1559-12-03
file4148,file4175,1559-12-04
file4148,file4176,1559-12-04
file4148,file4155,1559-12-04
file4148,file4150,1559-12-04
file4148,file4182,1559-12-04
file4150,file4175,1559-12-08
file4150,file4176,1559-12-08
file4150,file4155,1559-12-08
file4150,file4184,1559-12-08
file4150,file4182,1559-12-08
file4153,file4177,1559-12-10
file4155,file4176,1559-12-12
file4155,file4186,1559-12-12
file4155,file4184,1559-12-12
file4155,file4182,1559-12-12
file4155,file4175,1559-12-12
file4156,file4161,1559-12-12
file4157,file4165,1559-12-18
file4157,file4185,1559-12-18
file4161,file4190,1559-12-30
file4163,file5401,1562-01-01
file4165,file4185,1560-01-01
file4165,file4200,1560-01-01
file4165,file4191,1560-01-01
file417,file429,1549-01-26
file417,file430,1549-01-26
file417,file431,1549-01-26
file4175,file4196,1560-01-01
file4175,file4189,1560-01-01
file4175,file4176,1560-01-01
file4175,file4186,1560-01-01
file4175,file4201,1560-01-01
file4175,file4184,1560-01-01
file4175,file4182,1560-01-01
file4175,file4192,1560-01-01
file4176,file4186,1560-01-01
file4176,file4201,1560-01-01
file4176,file4184,1560-01-01
file4176,file4182,1560-01-01
file4176,file4192,1560-01-01
file4176,file4196,1560-01-01
file4176,file4189,1560-01-01
file418,file436,1549-01-26
file418,file425,1549-01-26
file418,file428,1549-01-26
file4182,file4186,1560-01-01
file4182,file4201,1560-01-01
file4182,file4184,1560-01-01
file4182,file4192,1560-01-01
file4182,file4196,1560-01-01
file4182,file4189,1560-01-01
file4184,file4189,1560-01-05
file4184,file4201,1560-01-05
file4184,file4186,1560-01-05
file4184,file4192,1560-01-05
file4184,file4196,1560-01-05
file4185,file4200,1560-01-08
file4185,file4191,1560-01-08
file4186,file4192,1560-01-08
file4186,file4196,1560-01-08
file4186,file4189,1560-01-08
file4186,file4206,1560-01-08
file4186,file4201,1560-01-08
file4188,file4209,1560-01-10
file4189,file4196,1560-01-15
file4189,file4206,1560-01-15
file4189,file4201,1560-01-15
file4189,file4192,1560-01-15
file419,file435,1549-01-28
file4190,file4207,1560-01-15
file4191,file4200,1560-01-18
file4191,file4214,1560-01-18
file4192,file4201,1560-01-19
file4192,file4196,1560-01-19
file4192,file4206,1560-01-19
file4196,file4201,1560-01-22
file4196,file4217,1560-01-22
file4196,file4206,1560-01-22
file4199,file4205,1560-01-25
file42,file57,1548-02-14
file42,file52,1548-02-14
file42,file63,1548-02-14
file42,file47,1548-02-14
file42,file71,1548-02-14
file420,file427,1549-01-30
file420,file422,1549-01-30
file4200,file4214,1560-01-26
file4201,file4219,1560-01-26
file4201,file4217,1560-01-26
file4201,file4206,1560-01-26
file4202,file4216,1560-01-26
file4206,file4223,1560-02-05
file4206,file4219,1560-02-05
file4206,file4217,1560-02-05
file4209,file4215,1560-02-06
file4209,file4226,1560-02-06
file421,file424,1549-02-01
file421,file441,1549-02-01
file421,file437,1549-02-01
file4214,file4220,1560-02-16
file4215,file4227,1560-02-16
file4215,file4226,1560-02-16
file4217,file4223,1560-02-19
file4217,file4219,1560-02-19
file4219,file4223,1560-02-23
file4219,file4240,1560-02-23
file4219,file4239,1560-02-23
file422,file427,1549-02-01
file4223,file4240,1560-03-01
file4223,file4239,1560-03-01
file4225,file4238,1560-03-07
file4226,file4259,1560-03-07
file4226,file4227,1560-03-07
file4227,file4259,1560-03-08
file4234,file4244,1560-03-17
file4234,file4241,1560-03-17
file4236,file4263,1560-03-20
file4236,file4258,1560-03-20
file4239,file4257,1560-03-22
file4239,file4261,1560-03-22
file4239,file4240,1560-03-22
file4239,file4251,1560-03-22
file424,file441,1549-02-04
file424,file437,1549-02-04
file4240,file4251,1560-03-22
file4240,file4257,1560-03-22
file4240,file4261,1560-03-22
file4241,file4268,1560-03-22
file4241,file4244,1560-03-22
file4242,file4254,1560-03-22
file4244,file4268,1560-03-24
file4248,file4256,1560-03-29
file4248,file4250,1560-03-29
file4248,file4270,1560-03-29
file4248,file4255,1560-03-29
file425,file451,1549-02-05
file425,file436,1549-02-05
file425,file428,1549-02-05
file4250,file4256,1560-04-01
file4250,file4270,1560-04-01
file4250,file4255,1560-04-01
file4250,file4273,1560-04-01
file4251,file4257,1560-04-01
file4251,file4261,1560-04-01
file4255,file4256,1560-04-03
file4255,file4270,1560-04-03
file4255,file4273,1560-04-03
file4256,file4273,1560-04-03
file4256,file4270,1560-04-03
file4257,file4261,1560-04-05
file4258,file4263,1560-04-05
file4268,file4277,1560-04-17
file4270,file4285,1560-04-22
file4270,file4278,1560-04-22
file4270,file4273,1560-04-22
file4272,file4279,1560-04-28
file4272,file4282,1560-04-28
file4272,file4290,1560-04-28
file4273,file4278,1560-05-01
file4273,file4285,1560-05-01
file4273,file4295,1560-05-01
file4277,file4301,1560-05-04
file4277,file4297,1560-05-04
file4278,file4295,1560-05-05
file4278,file4302,1560-05-05
file4278,file4285,1560-05-05
file4279,file4290,1560-05-05
file4279,file4282,1560-05-05
file428,file436,1549-02-06
file428,file451,1549-02-06
file4280,file4283,1560-05-05
file4280,file4287,1560-05-05
file4282,file4290,1560-05-11
file4282,file4308,1560-05-11
file4283,file4304,1560-05-13
file4283,file4287,1560-05-13
file4283,file4310,1560-05-13
file4285,file4295,1560-05-15
file4285,file4305,1560-05-15
file4285,file4302,1560-05-15
file4287,file4310,1560-05-23
file4287,file4304,1560-05-23
file4288,file4306,1560-05-25
file4288,file4315,1560-05-25
file429,file430,1549-02-07
file429,file431,1549-02-07
file429,file455,1549-02-07
file4290,file4308,1560-05-27
file4294,file4329,1560-05-27
file4294,file4296,1560-05-27
file4294,file4313,1560-05-27
file4294,file4309,1560-05-27
file4294,file4324,1560-05-27
file4294,file4317,1560-05-27
file4294,file4314,1560-05-27
file4295,file4305,1560-05-28
file4295,file4302,1560-05-28
file4296,file4313,1560-05-31
file4296,file4309,1560-05-31
file4296,file4317,1560-05-31
file4296,file4324,1560-05-31
file4296,file4329,1560-05-31
file4296,file4314,1560-05-31
file4297,file4301,1560-05-31
file4298,file4300,1560-05-31
file4298,file4321,1560-05-31
file430,file431,1549-02-08
file430,file455,1549-02-08
file4300,file4321,1560-06-01
file4302,file4305,1560-06-04
file4304,file4310,1560-06-05
file4304,file4327,1560-06-05
file4306,file4315,1560-06-07
file4309,file4313,1560-06-10
file4309,file4324,1560-06-10
file4309,file4317,1560-06-10
file4309,file4314,1560-06-10
file4309,file4329,1560-06-10
file4309,file4339,1560-06-10
file4309,file4336,1560-06-10
file4309,file4332,1560-06-10
file431,file455,1549-02-10
file4310,file4327,1560-06-10
file4310,file4338,1560-06-10
file4313,file4332,1560-06-14
file4313,file4346,1560-06-14
file4313,file4324,1560-06-14
file4313,file4317,1560-06-14
file4313,file4314,1560-06-14
file4313,file4329,1560-06-14
file4313,file4339,1560-06-14
file4313,file4336,1560-06-14
file4314,file4346,1560-06-14
file4314,file4324,1560-06-14
file4314,file4317,1560-06-14
file4314,file4329,1560-06-14
file4314,file4339,1560-06-14
file4314,file4336,1560-06-14
file4314,file4332,1560-06-14
file4316,file4326,1560-06-16
file4317,file4346,1560-06-16
file4317,file4324,1560-06-16
file4317,file4329,1560-06-16
file4317,file4339,1560-06-16
file4317,file4336,1560-06-16
file4317,file4332,1560-06-16
file432,file438,1549-02-13
file4323,file4340,1560-06-20
file4324,file4332,1560-06-21
file4324,file4353,1560-06-21
file4324,file4346,1560-06-21
file4324,file4329,1560-06-21
file4324,file4339,1560-06-21
file4324,file4336,1560-06-21
file4327,file4338,1560-06-26
file4327,file4359,1560-06-26
file4327,file4356,1560-06-26
file4327,file4355,1560-06-26
file4329,file4346,1560-06-21
file4329,file4339,1560-06-21
file4329,file4336,1560-06-21
file4329,file4332,1560-06-21
file4329,file4353,1560-06-21
file433,file456,1549-02-14
file433,file444,1549-02-14
file433,file443,1549-02-14
file433,file434,1549-02-14
file433,file464,1549-02-14
file433,file463,1549-02-14
file4330,file4343,1560-06-29
file4332,file4339,1560-07-01
file4332,file4336,1560-07-01
file4332,file4358,1560-07-01
file4332,file4353,1560-07-01
file4332,file4346,1560-07-01
file4333,file4354,1560-07-04
file4333,file4369,1560-07-04
file4333,file4370,1560-07-04
file4336,file4358,1560-07-05
file4336,file4346,1560-07-05
file4336,file4339,1560-07-05
file4336,file4353,1560-07-05
file4338,file4359,1560-07-07
file4338,file4376,1560-07-07
file4338,file4375,1560-07-07
file4338,file4356,1560-07-07
file4338,file4355,1560-07-07
file4339,file4358,1560-07-08
file4339,file4353,1560-07-08
file4339,file4346,1560-07-08
file434,file464,1549-02-14
file434,file463,1549-02-14
file434,file456,1549-02-14
file434,file444,1549-02-14
file434,file443,1549-02-14
file4343,file4382,1560-07-10
file4345,file4367,1560-07-12
file4345,file4381,1560-07-12
file4345,file4351,1560-07-12
file4345,file4365,1560-07-12
file4345,file4366,1560-07-12
file4345,file4352,1560-07-12
file4345,file4362,1560-07-12
file4346,file4386,1560-07-12
file4346,file4353,1560-07-12
file4346,file4358,1560-07-12
file4348,file4360,1560-07-13
file435,file458,1549-02-15
file4351,file4366,1560-07-15
file4351,file4352,1560-07-15
file4351,file4362,1560-07-15
file4351,file4367,1560-07-15
file4351,file4381,1560-07-15
file4351,file4365,1560-07-15
file4352,file4365,1560-07-15
file4352,file4366,1560-07-15
file4352,file4362,1560-07-15
file4352,file4367,1560-07-15
file4352,file4381,1560-07-15
file4353,file4358,1560-07-19
file4353,file4387,1560-07-19
file4353,file4386,1560-07-19
file4354,file4369,1560-07-19
file4354,file4370,1560-07-19
file4355,file4356,1560-07-21
file4355,file4388,1560-07-21
file4355,file4359,1560-07-21
file4355,file4376,1560-07-21
file4355,file4375,1560-07-21
file4356,file4388,1560-07-21
file4356,file4359,1560-07-21
file4356,file4376,1560-07-21
file4356,file4375,1560-07-21
file4358,file4396,1560-07-22
file4358,file4386,1560-07-22
file4358,file4387,1560-07-22
file4359,file4376,1560-07-22
file4359,file4375,1560-07-22
file4359,file4388,1560-07-22
file436,file459,1549-02-15
file436,file451,1549-02-15
file4361,file4364,1560-07-23
file4362,file4367,1560-07-24
file4362,file4381,1560-07-24
file4362,file4402,1560-07-24
file4362,file4365,1560-07-24
file4362,file4392,1560-07-24
file4362,file4403,1560-07-24
file4362,file4366,1560-07-24
file4362,file4394,1560-07-24
