letter_id,sender_ref,sender_cert,recipient_ref,recipient_cert,date_when,date_cert,place_ref,place_cert,language,date_precision,date_parsed,year,month
file5284,p495,high,p540,low,1562-04-19,high,l587,high,la,full,1562-04-19,1562,4
file5285,p495,high,p540,low,1562-04-20,high,l587,high,la,full,1562-04-20,1562,4
file5286,p1010,high,p495,low,1562-04-20,high,l404,high,la,full,1562-04-20,1562,4
file5287,p1010,high,p495,low,1562-04-21,high,l404,high,la,full,1562-04-21,1562,4
file5288,p8009,high,p495,low,1562-04-20,high,l98,high,la,full,1562-04-20,1562,4
file5289,p8018,high,p495,high,1562-04-20,high,l41,high,la,full,1562-04-20,1562,4
file529,p495,high,p8178,high,1549-05-23,high,l587,high,la,full,1549-05-23,1549,5
file5290,p8009,high,p495,low,1562-04-21,low,l98,high,la,full,1562-04-21,1562,4
file5291,p495,low,p540,low,1562-04-23,high,l587,low,la,full,1562-04-23,1562,4
file5292,p495,low,p8009,low,1562-04-23,high,l587,low,de,full,1562-04-23,1562,4
file5293,p495,high,,,1562-04-23,high,l587,high,la,full,1562-04-23,1562,4
file5294,p495,high,p2757,low,1562-04-23,high,l587,high,,full,1562-04-23,1562,4
file5295,p495,high,,,1562-04-23,high,l587,high,la,full,1562-04-23,1562,4
file5296,p495,high,p8018,low,1562-04-23,high,l587,high,la,full,1562-04-23,1562,4
file5297,p1095,low,p495,low,1562-04-23,high,l565,low,la,full,1562-04-23,1562,4
file5298,p8018,high,p495,low,1562-04-23,low,l41,high,la,full,1562-04-23,1562,4
file5299,p2474,high,p495,high,1562-04-24,high,l299,high,de,full,1562-04-24,1562,4
file53,p8049,high,p495,high,1548-02-26/1548-02-29,high,l762,high,la,range,1548-02-26,1548,2
file530,p8055,low,p495,high,1549-05-25,low,l184,low,de,full,1549-05-25,1549,5
file5300,p8018,high,p495,low,1562-04-25,high,l41,high,de,full,1562-04-25,1562,4
file5301,p8466,high,p495,low,1562-04-26,high,l28,high,la,full,1562-04-26,1562,4
file5302,p8386,high,p495,low,1562-04-28,high,l311,high,la,full,1562-04-28,1562,4
file5303,p2473,high,p495,low,1562-04-28,high,l299,high,la,full,1562-04-28,1562,4
file5304,p8121,high,p495,low,1562-04-29,high,l491,high,la,full,1562-04-29,1562,4
file5305,p2757,high,p495,low,1562-04-30,high,l441,high,la,full,1562-04-30,1562,4
file5306,p495,high,p8009,high,1562-04-30/1562-05-01,low,,,la,range,1562-04-30,1562,4
file5307,p4037,high,p495,low,1562-04-01/1562-05-01,low,l491,high,,range,1562-04-01,1562,4
file5308,p495,low,p540,low,1562-05-03,high,,,la,full,1562-05-03,1562,5
file5309,p3099,high,p495,low,1562-05-05,low,l28,high,la,full,1562-05-05,1562,5
file531,p8018,high,p495,high,1549-05-26,high,l41,high,la,full,1549-05-26,1549,5
file5310,p8303,low,p495,low,1562-05-05,high,l176,low,la,full,1562-05-05,1562,5
file5311,p3099,high,p495,low,1562-05-05,high,l28,high,la,full,1562-05-05,1562,5
file5312,p8018,low,p495,low,1562-05-06,high,,,la,full,1562-05-06,1562,5
file5313,p495,low,p8009,low,1562-05-08,high,,,la,full,1562-05-08,1562,5
file5314,p8384,low,p495,low,1562-05-08,high,,,,full,1562-05-08,1562,5
file5315,p1010,high,p495,low,1562-05-09,high,l404,high,la,full,1562-05-09,1562,5
file5316,p8009,high,p495,low,1562-05-11,high,l98,high,la,full,1562-05-11,1562,5
file5317,p252,high,p495,high,1562-05-12,high,l176,high,de,full,1562-05-12,1562,5
file5318,p8303,high,p495,low,1562-05-12,high,l176,high,la,full,1562-05-12,1562,5
file5319,p495,high,p540,low,1562-05-12,high,l587,high,la,full,1562-05-12,1562,5
file532,p8417,high,p495,high,1549-05-26,high,l41,high,la,full,1549-05-26,1549,5
file5320,,,,,1562-05-13,high,l587,low,de,full,1562-05-13,1562,5
file5321,p2757,high,p495,low,1562-05-14,high,l441,high,la,full,1562-05-14,1562,5
file5322,p8055,high,p495,high,1562-05-14,high,l555,high,la,full,1562-05-14,1562,5
file5323,p495,high,p8055,high,1562-05-15,high,l587,high,la,full,1562-05-15,1562,5
file5324,p495,high,p8009,low,1562-05-15,high,l587,high,la,full,1562-05-15,1562,5
file5325,p3196,high,p495,high,1562-05-15,high,l98,high,de,full,1562-05-15,1562,5
file5326,p495,high,p540,low,1562-05-18,high,l587,high,la,full,1562-05-18,1562,5
file5327,p8130,high,p495,high,1562-05-18,high,l362,high,la,full,1562-05-18,1562,5
file5328,p8009,high,p495,low,1562-05-18,high,l98,high,la,full,1562-05-18,1562,5
file5329,p8018,high,p495,low,1562-05-18,high,l41,high,la,full,1562-05-18,1562,5
file533,p8049,high,p495,high,1549-05-26,high,l473,high,la,full,1549-05-26,1549,5
file5330,p3740,high,p495,high,1562-05-18,high,l18,high,la,full,1562-05-18,1562,5
file5331,p8055,high,p495,low,1562-05-19,high,l555,high,la,full,1562-05-19,1562,5
file5332,p8009,low,p495,low,1562-05-20,low,l98,low,la,full,1562-05-20,1562,5
file5333,p8018,high,p495,high,1562-05-20,high,l41,high,de,full,1562-05-20,1562,5
file5334,p495,low,p8009,low,1562-05-22,low,l587,low,la,full,1562-05-22,1562,5
file5335,p8075,low,p495,high,1562-05-25,low,l210,low,la,full,1562-05-25,1562,5
file5336,p8009,high,p495,high,1562-05-25,high,l98,high,la,full,1562-05-25,1562,5
file5337,p2473,high,p495,low,1562-05-25,high,l299,high,la,full,1562-05-25,1562,5
file5338,p495,high,p8033,low,1562-05-27,high,l587,high,la,full,1562-05-27,1562,5
file5339,p495,high,p540,high,1562-05-27,high,l587,high,la,full,1562-05-27,1562,5
file534,p1278,low,p495,high,1549-05-28,high,l28,low,la,full,1549-05-28,1549,5
file5340,,,,,1562-05-27,high,l587,high,,full,1562-05-27,1562,5
file5341,p495,high,p8009,low,1562-05-29,high,l587,high,de,full,1562-05-29,1562,5
file5342,p8009,high,p495,low,1562-05-29,high,l98,high,la,full,1562-05-29,1562,5
file5343,p8018,high,p495,low,1562-05-29,high,l41,high,de,full,1562-05-29,1562,5
file5344,p8466,high,p495,high,1562-05-29,high,l28,high,la,full,1562-05-29,1562,5
file5345,p495,high,p540,low,1562-05-30,high,l587,high,la,full,1562-05-30,1562,5
file5346,p2474,high,p495,high,1562-05-30,low,l299,high,de,full,1562-05-30,1562,5
file5347,p2899,high,p495,high,1562-05-31,high,l18,high,la,full,1562-05-31,1562,5
file5348,p8009,high,p495,low,1562-06-01,high,l98,high,la,full,1562-06-01,1562,6
file5349,p8018,high,p495,low,1562-06-01,high,l41,high,de,full,1562-06-01,1562,6
file535,p2616,high,p495,high,1549-05-28,low,l28,high,la,full,1549-05-28,1549,5
file5350,p2757,high,p495,low,1562-06-03,high,l441,high,la,full,1562-06-03,1562,6
file5351,p8466,high,p495,low,1562-06-03,high,l28,high,la,full,1562-06-03,1562,6
file5352,p495,high,p540,low,1562-06-04,high,l587,high,la,full,1562-06-04,1562,6
file5353,p495,low,p540,low,1562-06-05,high,l587,low,la,full,1562-06-05,1562,6
file5354,p495,high,p8009,low,1562-06-05,low,l587,high,de,full,1562-06-05,1562,6
file5355,p8009,high,p495,high,1562-06-06,high,l98,high,la,full,1562-06-06,1562,6
file5356,p8009,low,p495,low,1562-06-06,low,l98,low,la,full,1562-06-06,1562,6
file5357,p8466,high,p495,high,1562-06-06,high,l28,high,la,full,1562-06-06,1562,6
file5358,p8384,high,p495,low,1562-06-08,low,l28,high,la,full,1562-06-08,1562,6
file5359,p540,high,p495,low,1562-06-09,high,l167,high,la,full,1562-06-09,1562,6
file536,p8418,high,p495,high,1549-05-29,high,l28,high,la,full,1549-05-29,1549,5
file5360,p753,high,p495,low,1562-06-09,high,l260,high,la,full,1562-06-09,1562,6
file5361,p8026,high,p495,high,1562-06-10,high,l296,high,la,full,1562-06-10,1562,6
file5362,p495,low,p8009,high,1562-06-12,high,l587,low,la,full,1562-06-12,1562,6
file5363,p663,high,p495,low,1562-06-14,high,l296,high,la,full,1562-06-14,1562,6
file5364,p8009,high,p495,low,1562-06-15,high,l98,high,la,full,1562-06-15,1562,6
file5365,p3590,high,p495,low,1562-06-18,high,l244,high,de,full,1562-06-18,1562,6
file5366,,,,,1562-06-17,high,l587,high,de,full,1562-06-17,1562,6
file5367,p495,low,p540,high,1562-06-19,high,l587,low,la,full,1562-06-19,1562,6
file5368,p8009,high,p495,low,1562-06-19,high,l98,high,la,full,1562-06-19,1562,6
file5369,p495,high,p20484,high,1562-06-20,high,l587,high,de,full,1562-06-20,1562,6
file537,p505,high,p495,high,1549-05-30,high,l491,high,la,full,1549-05-30,1549,5
file5370,p8018,high,p495,low,1562-06-21,high,l41,high,la,full,1562-06-21,1562,6
file5371,p2167,high,p495,high,1562-06-21,high,l169,high,la,full,1562-06-21,1562,6
file5372,p8009,high,p495,low,1562-06-22,high,l98,high,la,full,1562-06-22,1562,6
file5373,p8009,high,p495,low,1562-06-22,high,l98,high,la,full,1562-06-22,1562,6
file5374,p495,low,p540,low,1562-06-24,high,l587,low,la,full,1562-06-24,1562,6
file5375,p8075,high,p495,low,1562-06-24,low,l210,high,la,full,1562-06-24,1562,6
file5376,p1586,high,p495,low,1562-06-24,high,l491,high,,full,1562-06-24,1562,6
file5377,p495,low,p8009,high,1562-06-24,low,l587,low,de,full,1562-06-24,1562,6
file5378,p8386,high,p495,low,1562-06-25,high,l311,high,la,full,1562-06-25,1562,6
file5379,p2128,high,p495,low,1562-06-25,high,l471,high,la,full,1562-06-25,1562,6
file538,p8018,high,p495,high,1549-05-31,high,l41,high,de,full,1549-05-31,1549,5
file5380,p8009,high,p495,low,1562-06-26,high,l98,high,la,full,1562-06-26,1562,6
file5381,p495,low,p8298,low,1562-06-28,low,l587,low,,full,1562-06-28,1562,6
file5382,p8009,low,p495,low,1562-06-29,high,l98,low,la,full,1562-06-29,1562,6
file5383,p2108,high,p495,low,1562-06-30,high,l40,high,la,full,1562-06-30,1562,6
file5384,p495,high,p540,high,1562-07-01,high,l587,high,la,full,1562-07-01,1562,7
file5385,p8086,high,p495,low,1562-07-01,high,l335,high,la,full,1562-07-01,1562,7
file5386,p495,high,p540,high,1562-07-03,high,l587,high,la,full,1562-07-03,1562,7
file5387,p495,low,p8009,low,1562-07-03,high,l587,low,la,full,1562-07-03,1562,7
file5388,p3740,high,p495,high,1562-07-04,high,l18,high,la,full,1562-07-04,1562,7
file5389,p495,low,p540,low,1562-07-07,high,l587,low,la,full,1562-07-07,1562,7
file539,p1560,high,p495,high,1549-05-31,high,l296,high,la,full,1549-05-31,1549,5
file5390,p495,high,p8018,low,1562-07-09,high,l587,high,la,full,1562-07-09,1562,7
file5391,p495,high,p3590,high,1562-07,high,l587,high,de,year_month,1562-07-01,1562,7
file5392,p495,high,p350,high,1562-07-10,high,l587,high,,full,1562-07-10,1562,7
file5393,p495,high,p2601,low,1562-07-10,high,l587,high,,full,1562-07-10,1562,7
file5394,p495,low,p8011,high,1562-07-11,high,l587,low,la,full,1562-07-11,1562,7
file5395,p1586,high,p495,low,1562-07-11,high,l491,high,la,full,1562-07-11,1562,7
file5396,p3494,high,p495,high,1562-07-11,high,l41,high,de,full,1562-07-11,1562,7
file5397,p8009,high,p495,low,1562-07-13,low,l98,high,la,full,1562-07-13,1562,7
file5398,p495,high,p8055,high,1562-07-17,high,l587,high,la,full,1562-07-17,1562,7
file5399,p495,high,p540,high,1562-07-17,high,l587,high,la,full,1562-07-17,1562,7
file54,p4112,high,p495,high,1548-02-26,high,l138,high,la,full,1548-02-26,1548,2
file540,p152,low,p495,low,1549-06-01/1549-07-31,low,,,,range,1549-06-01,1549,6
file5400,p3099,high,p495,low,1562-07-17,high,l28,high,la,full,1562-07-17,1562,7
file5401,p3099,low,p495,low,1562-01-01/1562-12-31,low,l28,low,la,range,1562-01-01,1562,1
file5402,p8009,low,p495,low,1562-07-20,high,l98,low,la,full,1562-07-20,1562,7
file5403,p3099,high,p495,high,1562-07-20,high,l32,high,la,full,1562-07-20,1562,7
file5404,p8466,high,p495,low,1562-07-20,high,l28,high,la,full,1562-07-20,1562,7
file5405,p3099,low,p495,low,1562-07-24,high,,,,full,1562-07-24,1562,7
file5406,p8009,high,p495,low,1562-07-27,high,l98,high,la,full,1562-07-27,1562,7
file5407,p8071,high,p495,high,1562-07-28,high,l404,high,de,full,1562-07-28,1562,7
file5408,p1789,high,p495,low,1562-07-29,high,l473,high,la,full,1562-07-29,1562,7
file5409,p1548,high,p495,low,1562-07-31,low,l296,high,la,full,1562-07-31,1562,7
file541,p8298,high,p495,high,1549-06-01,low,l28,high,la,full,1549-06-01,1549,6
file5410,p8009,low,p495,low,1562-08,low,l98,low,de,year_month,1562-08-01,1562,8
file5411,p8111,low,p495,high,1562-08,low,l587,low,la,year_month,1562-08-01,1562,8
file5412,p447,low,p495,high,1562-08-04,low,l267,low,la,full,1562-08-04,1562,8
file5413,,,,,1504-01-01/1575-12-31,low,,,,range,1504-01-01,1504,1
file5414,p2019,high,p8009,high,1562-08-04,high,l93,high,la,full,1562-08-04,1562,8
file5415,p8018,high,p495,low,1562-08-06,high,l41,high,la,full,1562-08-06,1562,8
file5416,p495,low,p540,low,1562-08-07,high,l587,low,la,full,1562-08-07,1562,8
file5417,p495,low,p8009,low,1562-08-07,high,l587,low,la,full,1562-08-07,1562,8
file5418,p495,low,p8009,low,1562-08-07,low,l587,low,de,full,1562-08-07,1562,8
file5419,p8486,high,p495,high,1562-08-10,low,l441,high,la,full,1562-08-10,1562,8
file542,p505,high,p495,high,1549-06-01,high,l491,high,la,full,1549-06-01,1549,6
file5420,p8018,high,p495,low,1562-08-13,low,l41,high,la,full,1562-08-13,1562,8
file5421,p1010,high,p495,low,1562-08-14,high,l404,high,la,full,1562-08-14,1562,8
file5422,p1731,high,p495,high,1562-08-14,high,l105,high,la,full,1562-08-14,1562,8
file5423,p8391,high,p495,high,1562-08-14,high,,,la,full,1562-08-14,1562,8
file5424,p540,high,p495,high,1562-08-15,high,l167,high,la,full,1562-08-15,1562,8
file5425,p3659,high,p495,high,1562-08-15,high,l41,high,de,full,1562-08-15,1562,8
file5426,p8417,high,p495,high,1562-08-16,high,l41,high,la,full,1562-08-16,1562,8
file5427,p8018,high,p495,low,1562-08-16,high,l41,high,de,full,1562-08-16,1562,8
file5428,p8009,high,p495,low,1562-08-17,high,l98,high,la,full,1562-08-17,1562,8
file5429,p8009,low,p495,low,1562-08-17,high,l98,low,la,full,1562-08-17,1562,8
file543,p7524,high,,,1549-06-02,high,l41,high,la,full,1549-06-02,1549,6
file5430,p2899,high,p495,high,1562-08-17,high,l18,high,la,full,1562-08-17,1562,8
file5431,p8318,high,,,1562-08-18,high,l957,high,la,full,1562-08-18,1562,8
file5432,p3099,high,p495,low,1562-08-18,high,l28,high,la,full,1562-08-18,1562,8
file5433,p495,high,p5454,high,1562-08-20,high,l587,high,,full,1562-08-20,1562,8
file5434,p2473,high,p495,low,1562-08-20,high,l299,high,la,full,1562-08-20,1562,8
file5435,p495,low,p8009,high,1562-08-21,low,l587,low,de,full,1562-08-21,1562,8
file5436,p495,high,p8009,low,1562-08-21,high,l587,high,la,full,1562-08-21,1562,8
file5437,p495,low,p8018,low,1562-08-21,low,l587,low,de,full,1562-08-21,1562,8
file5438,p495,low,p8018,low,1562-08-21,low,l587,low,la,full,1562-08-21,1562,8
file5439,p8318,high,,,1562-08-21,high,l957,high,la,full,1562-08-21,1562,8
file544,p8018,high,p495,high,1549-06-02,high,l41,high,la,full,1549-06-02,1549,6
file5440,,,,,1562-08-21,high,l957,low,la,full,1562-08-21,1562,8
file5441,p8009,high,p495,low,1562-08-24,high,l98,high,de,full,1562-08-24,1562,8
file5442,p8287,high,p495,low,1562-08-24,high,l558,high,la,full,1562-08-24,1562,8
file5443,p4037,high,p495,high,1562-08-24,high,l491,high,,full,1562-08-24,1562,8
file5444,p495,low,p8009,high,1562-08-28,high,l587,low,de,full,1562-08-28,1562,8
file5445,p6,high,p495,high,1562-08-31,high,,,de,full,1562-08-31,1562,8
file5446,p495,low,p8033,low,1562-08-01/1562-09-30,low,,,,range,1562-08-01,1562,8
file5447,p8033,high,p495,low,1562-09-01,low,l28,high,la,full,1562-09-01,1562,9
file5448,p495,low,p8033,low,1562-09,low,,,,year_month,1562-09-01,1562,9
file5449,p8009,high,p495,low,1562-09-02,high,l98,high,,full,1562-09-02,1562,9
file545,p8417,high,p495,high,1549-06-02,high,l41,high,la,full,1549-06-02,1549,6
file5450,p1010,low,p495,high,1562-09-02,low,l404,low,la,full,1562-09-02,1562,9
file5451,p1010,low,p495,low,1563-09-02,high,l404,low,la,full,1563-09-02,1563,9
file5452,p495,low,p8009,high,1562-09-04,high,l587,low,la,full,1562-09-04,1562,9
file5453,p8152,high,p495,high,1562-09-04,high,l541,high,la,full,1562-09-04,1562,9
file5454,p8487,high,p495,high,1562-09-06,low,l28,high,la,full,1562-09-06,1562,9
file5455,p495,low,p540,high,1562-09-07,high,l587,low,la,full,1562-09-07,1562,9
file5456,p8009,high,p495,low,1562-09-07,high,l98,high,la,full,1562-09-07,1562,9
file5457,p540,high,p495,low,1562-09-09,high,l167,high,la,full,1562-09-09,1562,9
file5458,p1553,high,p495,low,1562-09-09,high,l489,high,la,full,1562-09-09,1562,9
file5459,p495,low,p540,low,1562-09-14,high,l587,low,la,full,1562-09-14,1562,9
file546,p495,low,,,1549-06,high,,,de,year_month,1549-06-01,1549,6
file5460,p8386,low,p495,low,1562-09-14,high,l311,low,la,full,1562-09-14,1562,9
file5461,p8386,low,p495,high,1562-09-14,low,l311,low,la,full,1562-09-14,1562,9
file5462,p8466,high,p495,low,1562-09-15,high,l28,high,la,full,1562-09-15,1562,9
file5463,p3099,high,p495,high,1562-09-16,high,l28,high,la,full,1562-09-16,1562,9
file5464,p8055,high,p495,low,1562-09-17,high,l555,high,la,full,1562-09-17,1562,9
file5465,p495,high,p8055,low,1562-09-18,low,l587,high,la,full,1562-09-18,1562,9
file5466,p495,high,p8009,low,1562-09-18,high,l587,high,la,full,1562-09-18,1562,9
file5467,p495,high,p2019,high,1562-09-18,high,l587,high,la,full,1562-09-18,1562,9
file5468,p772,high,p495,low,1562-09-18,high,l157,high,la,full,1562-09-18,1562,9
file5469,p8111,low,p495,high,1562-09-19,high,,,,full,1562-09-19,1562,9
file5470,p1553,high,p495,low,1562-09-20,high,l489,high,la,full,1562-09-20,1562,9
file5471,p8009,high,p495,low,1562-09-21,high,l98,high,la,full,1562-09-21,1562,9
file5472,p8033,high,p495,low,1562-09-24,high,l41,high,la,full,1562-09-24,1562,9
file5473,p8493,high,p8111,low,1562-09-24,high,l260,high,la,full,1562-09-24,1562,9
file5474,p495,low,p8009,low,1562-09-25,high,l587,low,la,full,1562-09-25,1562,9
file5475,p1553,high,p495,low,1562-09-25,high,l489,high,de,full,1562-09-25,1562,9
file5476,p495,high,p714,high,1562-09-29,high,l587,high,la,full,1562-09-29,1562,9
file5477,,,,,1562-10,high,,,de,year_month,1562-10-01,1562,10
file5478,p8055,high,p495,low,1562-10-01,high,l555,high,la,full,1562-10-01,1562,10
file5479,p8386,high,p495,low,1562-10-01,high,l311,high,la,full,1562-10-01,1562,10
file5480,p1010,high,p495,low,1562-10-05,high,l404,high,la,full,1562-10-05,1562,10
file5481,p8009,high,p495,low,1562-10-05,high,l98,high,la,full,1562-10-05,1562,10
file5482,p8009,high,p495,low,1562-10-05,high,l98,high,la,full,1562-10-05,1562,10
file5483,p8086,high,p495,high,1562-10-05,high,l335,high,la,full,1562-10-05,1562,10
file5484,p495,high,p8009,low,1562-10-10,high,l587,high,la,full,1562-10-10,1562,10
file5485,p8303,high,p495,high,1562-10-12,low,l176,high,,full,1562-10-12,1562,10
file5486,p714,high,p495,high,1562-10-14,high,l28,high,la,full,1562-10-14,1562,10
file5487,p8466,low,p495,high,1562-10-15,high,l28,low,la,full,1562-10-15,1562,10
file5488,p495,low,p8009,low,1562-10-16,high,l587,low,la,full,1562-10-16,1562,10
file5489,,,,,1504-01-01/1575-12-31,low,,,,range,1504-01-01,1504,1
file549,p8353,low,p495,high,1549-06-04,high,l28,low,la,full,1549-06-04,1549,6
file5490,p6,low,p495,low,1562-10-18,high,,,de,full,1562-10-18,1562,10
file5491,p495,low,p540,low,1562-10-18,high,l587,low,la,full,1562-10-18,1562,10
file5492,p252,low,p495,low,1562-10-20,high,,,de,full,1562-10-20,1562,10
file5493,p8009,high,p495,low,1562-10-20,high,l98,high,la,full,1562-10-20,1562,10
file5494,p8009,low,p495,low,1562-10-20,high,l98,low,la,full,1562-10-20,1562,10
file5495,p495,low,p8009,low,1562-10-23,low,l587,low,la,full,1562-10-23,1562,10
file5496,p3740,high,p495,high,1562-10-24,high,l18,high,la,full,1562-10-24,1562,10
file5497,p3740,high,p495,high,1562-10-24/1562-10-25,low,l18,high,la,range,1562-10-24,1562,10
file5498,p3099,high,p495,high,1562-10-27,high,l28,high,,full,1562-10-27,1562,10
file5499,p8009,low,p495,high,1562-10-28,high,l98,low,la,full,1562-10-28,1562,10
file55,p2445,high,p495,high,1548-02-27,high,l88,high,de,full,1548-02-27,1548,2
file550,p1548,high,p495,high,1549-06-04,high,l296,high,la,full,1549-06-04,1549,6
file5500,p495,high,p540,high,1562-10-30,high,l587,high,la,full,1562-10-30,1562,10
file5501,p3740,high,p495,high,1562-11-02,high,l18,high,la,full,1562-11-02,1562,11
file5502,p495,high,p8009,low,1562-11-04,high,l587,high,la,full,1562-11-04,1562,11
file5503,p495,low,p3099,high,1562-11-04,high,l587,low,la,full,1562-11-04,1562,11
file5504,p2876,high,p495,high,1562-11-06,high,l260,high,la,full,1562-11-06,1562,11
file5505,p252,high,p495,low,1562-11-10,high,l176,high,de,full,1562-11-10,1562,11
file5506,p8055,high,p495,low,1562-11-12,high,l555,high,la,full,1562-11-12,1562,11
file5507,p8126,high,p495,high,1562-11-12,high,l28,high,la,full,1562-11-12,1562,11
file5508,p495,low,p8009,low,1562-11-13,high,l587,low,la,full,1562-11-13,1562,11
file5509,p8487,high,p495,high,1562-11-13,low,l28,high,la,full,1562-11-13,1562,11
file551,p8032,high,p495,high,1549-06-05,high,l86,high,la,full,1549-06-05,1549,6
file5510,p8497,low,p495,low,1562-11-13,high,l541,low,la,full,1562-11-13,1562,11
file5511,p3099,high,p495,low,1562-11-14,high,l28,high,la,full,1562-11-14,1562,11
