letter_id,sender_ref,sender_cert,recipient_ref,recipient_cert,date_when,date_cert,place_ref,place_cert,language,date_precision,date_parsed,year,month
file5000,p8111,low,,,1561-09-30,low,,,,full,1561-09-30,1561,9
file5001,p8111,low,p495,low,1561-09,low,l478,low,la,year_month,1561-09-01,1561,9
file5002,p3099,low,p495,high,1561-01-01/1561-12-31,low,l28,low,la,range,1561-01-01,1561,1
file5003,,,,,1504-01-01/1575-12-31,low,,,,range,1504-01-01,1504,1
file5004,p8111,low,p653,high,1561-09-01/1561-10-02,low,l392,low,,range,1561-09-01,1561,9
file5005,p3494,low,p495,high,1561-10-01,high,l290,low,de,full,1561-10-01,1561,10
file5006,p8111,high,p495,low,1561-10-02/1561-10-04,low,l478,high,la,range,1561-10-02,1561,10
file5007,p495,low,p8009,high,1561-10-03,high,l587,low,la,full,1561-10-03,1561,10
file5008,p8018,high,p495,high,1561-10-04,high,l41,high,la,full,1561-10-04,1561,10
file5009,p495,high,p540,low,1561-10-05,high,l587,high,la,full,1561-10-05,1561,10
file501,p3066,high,p495,high,1549-05-01/1549-08-07,low,l376,high,la,range,1549-05-01,1549,5
file5010,p495,high,p1754,high,1561-10-05,high,l587,high,la,full,1561-10-05,1561,10
file5011,p8064,low,p495,high,1561-10-05,high,l404,low,de,full,1561-10-05,1561,10
file5012,p1010,high,p495,high,1561-10-05,high,l404,high,la,full,1561-10-05,1561,10
file5013,p8075,low,p495,high,1561-10-06,high,l210,low,la,full,1561-10-06,1561,10
file5014,p8009,high,p495,high,1561-10-06,high,l98,high,la,full,1561-10-06,1561,10
file5015,p252,high,p495,high,1561-10-07,high,,,de,full,1561-10-07,1561,10
file5016,p1754,low,p495,high,1561-10-07,high,l28,low,la,full,1561-10-07,1561,10
file5017,p8009,high,p495,high,1561-10-08,high,l98,high,de,full,1561-10-08,1561,10
file5018,p495,high,p8009,high,1561-10-10,high,l587,high,la,full,1561-10-10,1561,10
file5019,p8055,low,p495,low,1561-10-10,low,l555,low,la,full,1561-10-10,1561,10
file502,p3100,high,p495,high,1549-05-02,high,l28,high,la,full,1549-05-02,1549,5
file5020,p8018,high,p495,high,1561-10-10,high,l41,high,la,full,1561-10-10,1561,10
file5021,p8009,high,p495,high,1561-10-13,high,l98,high,la,full,1561-10-13,1561,10
file5022,p252,high,p495,high,1561-10-15,high,l176,high,de,full,1561-10-15,1561,10
file5023,p8018,high,p495,high,1561-10-15,high,l41,high,la,full,1561-10-15,1561,10
file5024,p8511,high,p495,low,1561-10-15,high,l167,high,la,full,1561-10-15,1561,10
file5025,p8111,high,p495,high,1561-10-15,high,l478,high,,full,1561-10-15,1561,10
file5026,p2237,high,p495,high,1561-10-16,high,l538,high,la,full,1561-10-16,1561,10
file5027,p495,high,p8009,high,1561-10-17,high,l587,high,la,full,1561-10-17,1561,10
file5028,p8359,low,p495,low,1561-10-17,high,l98,low,,full,1561-10-17,1561,10
file5029,p8111,high,p495,low,1561-10-17,high,l478,high,la,full,1561-10-17,1561,10
file503,p8049,high,p495,high,1549-05-02,high,l473,high,la,full,1549-05-02,1549,5
file5030,p495,high,p8009,high,1561-10-18,high,l587,high,la,full,1561-10-18,1561,10
file5031,p8009,high,p495,low,1561-10-08,high,l98,high,,full,1561-10-08,1561,10
file5032,p6831,high,p495,high,1561-10-18,high,l585,high,la,full,1561-10-18,1561,10
file5033,p8055,low,p495,low,1561-10-20,low,l555,low,de,full,1561-10-20,1561,10
file5034,p8111,high,p495,low,1561-10-20,low,l478,high,,full,1561-10-20,1561,10
file5035,,,,,1561-10-23,high,l98,low,,full,1561-10-23,1561,10
file5036,p495,high,p540,high,1561-10-23,high,l587,high,la,full,1561-10-23,1561,10
file5037,p8055,low,p495,low,1561-10-24,high,l555,low,de,full,1561-10-24,1561,10
file5038,p8009,high,p495,low,1561-10-25,low,l98,high,la,full,1561-10-25,1561,10
file5039,p495,high,p8064,high,1561-10-27,high,l587,high,,full,1561-10-27,1561,10
file504,p1560,high,p495,high,1549-05-03,high,l15,high,la,full,1549-05-03,1549,5
file5040,p1789,high,p495,low,1561-10-28,high,l473,high,la,full,1561-10-28,1561,10
file5041,p252,high,p495,high,1561-10-29,high,,,de,full,1561-10-29,1561,10
file5042,p900,high,,,1561-10-29,high,l478,high,,full,1561-10-29,1561,10
file5043,p2737,low,p495,low,1561-10-29,low,l587,low,de,full,1561-10-29,1561,10
file5044,p495,high,p540,high,1561-10-31,high,l587,high,la,full,1561-10-31,1561,10
file5045,p8009,low,p495,high,1561-11,low,l98,low,,year_month,1561-11-01,1561,11
file5046,p252,high,p495,high,1561-11-03,high,,,de,full,1561-11-03,1561,11
file5047,p8009,high,p495,low,1561-11-03,high,l98,high,la,full,1561-11-03,1561,11
file5048,p8303,high,p495,low,1561-11-04,low,l176,high,la,full,1561-11-04,1561,11
file5049,p540,high,p495,low,1561-11-05,high,l167,high,la,full,1561-11-05,1561,11
file505,p8417,high,p495,high,1549-05-04,high,l41,high,la,full,1549-05-04,1549,5
file5050,p1010,high,p495,high,1561-11-06,high,l404,high,la,full,1561-11-06,1561,11
file5051,p495,high,p8009,high,1561-11-07,high,l587,high,la,full,1561-11-07,1561,11
file5052,p629,high,p495,high,1561-11-07,low,l478,high,la,full,1561-11-07,1561,11
file5053,p1327,high,p495,high,1561-11-07,high,l28,high,la,full,1561-11-07,1561,11
file5054,p1754,high,p495,high,1561-11-07,low,l28,high,la,full,1561-11-07,1561,11
file5055,p495,high,p1754,high,1561-11-08,high,l587,high,la,full,1561-11-08,1561,11
file5056,p4037,high,p495,high,1561-11-08,high,l491,high,la,full,1561-11-08,1561,11
file5057,p8009,high,p495,high,1561-11-11,high,l98,high,la,full,1561-11-11,1561,11
file5058,p8018,high,p495,high,1561-11-11,high,l41,high,la,full,1561-11-11,1561,11
file5059,p1754,high,p495,high,1561-11-12,high,l28,high,la,full,1561-11-12,1561,11
file506,p8055,low,p495,high,1549-05-05,high,l184,low,de,full,1549-05-05,1549,5
file5060,p66,high,p495,high,1561-11-15,high,l73,high,de,full,1561-11-15,1561,11
file5061,p997,high,p495,high,1561-11-13,high,l210,high,la,full,1561-11-13,1561,11
file5062,p8009,high,p495,high,1561-11-17,high,l98,high,la,full,1561-11-17,1561,11
file5063,p252,high,p495,high,1561-11-18,high,l176,high,de,full,1561-11-18,1561,11
file5064,p8482,high,p495,low,1561-11-18,low,l167,high,,full,1561-11-18,1561,11
file5065,p8009,low,p495,high,1561-11-19,low,l98,low,la,full,1561-11-19,1561,11
file5066,p495,high,p8009,high,1561-11-21,high,l587,high,la,full,1561-11-21,1561,11
file5067,p8075,high,p495,high,1561-11-21,low,l210,high,la,full,1561-11-21,1561,11
file5068,p495,high,p8018,high,1561-11-22,high,l587,high,la,full,1561-11-22,1561,11
file5069,p8511,high,p495,low,1561-11-22,high,l167,high,la,full,1561-11-22,1561,11
file507,p1278,high,p495,high,1549-05-05,high,l28,high,la,full,1549-05-05,1549,5
file5070,p8094,high,p495,low,1561-11-22,high,l210,high,la,full,1561-11-22,1561,11
file5071,p8018,high,p495,high,1561-11-23,high,l41,high,la,full,1561-11-23,1561,11
file5072,p1309,high,p495,high,1561-11-23,high,l441,high,la,full,1561-11-23,1561,11
file5073,p495,high,p8033,low,1561-11-24,high,l587,high,,full,1561-11-24,1561,11
file5074,p495,high,p540,high,1561-11-24,high,l587,high,la,full,1561-11-24,1561,11
file5075,p8009,high,p495,high,1561-11-24,high,l98,high,la,full,1561-11-24,1561,11
file5076,p2757,high,p495,high,1561-11-24,high,l441,high,la,full,1561-11-24,1561,11
file5077,p495,low,p8009,high,1561-11-28,high,l587,low,la,full,1561-11-28,1561,11
file5078,p495,high,p6831,high,1561-11-28,high,l587,high,la,full,1561-11-28,1561,11
file5079,p3740,high,p495,high,1561-11-30,high,l18,high,la,full,1561-11-30,1561,11
file508,p8018,high,p495,high,1549-05-05,high,l41,high,la,full,1549-05-05,1549,5
file5080,p495,high,p3494,high,1561-12,low,l587,high,,year_month,1561-12-01,1561,12
file5081,p252,high,p495,high,1561-12-02,high,l176,high,de,full,1561-12-02,1561,12
file5082,p2737,low,p495,low,1561-12-07,low,l587,low,de,full,1561-12-07,1561,12
file5083,p3590,high,p495,high,1561-12-09,high,l470,high,,full,1561-12-09,1561,12
file5084,p3590,high,p495,high,1561-12-09,high,l470,high,de,full,1561-12-09,1561,12
file5085,p8075,high,p495,low,1561-12-10,low,l210,high,la,full,1561-12-10,1561,12
file5086,p8511,high,p495,low,1561-12-10,high,l167,high,la,full,1561-12-10,1561,12
file5087,p8094,high,p495,low,1561-12-11,high,l210,high,la,full,1561-12-11,1561,12
file5088,p8318,high,p495,low,1561-12-13,high,l260,high,la,full,1561-12-13,1561,12
file5089,p495,high,p3590,low,1561-12-14,high,l587,high,,full,1561-12-14,1561,12
file509,p540,low,p495,high,1549-05-07,high,l167,low,la,full,1549-05-07,1549,5
file5090,p495,high,,,1561-12-14,high,l587,high,,full,1561-12-14,1561,12
file5091,p1936,high,p495,high,1561-12-14,high,l260,high,la,full,1561-12-14,1561,12
file5092,p8009,low,p495,high,1561-12-15,low,l98,low,la,full,1561-12-15,1561,12
file5093,p8009,high,p495,high,1561-12-15,high,l98,high,la,full,1561-12-15,1561,12
file5094,p8055,high,p495,high,1561-12-18,high,l555,high,la,full,1561-12-18,1561,12
file5095,p495,low,p8055,high,1561-12-19,high,l587,low,la,full,1561-12-19,1561,12
file5096,p495,low,p8009,high,1561-12-19,high,l587,low,la,full,1561-12-19,1561,12
file5097,p2899,high,p495,high,1561-12-19,high,l18,high,la,full,1561-12-19,1561,12
file5098,p4060,low,p495,high,1561-12-19,high,l46,low,de,full,1561-12-19,1561,12
file5099,p495,high,p8385,high,1561-12-20,high,l587,high,,full,1561-12-20,1561,12
file51,p8031,high,p495,high,1548-02-23,high,l21,high,la,full,1548-02-23,1548,2
file510,p1278,high,p495,high,1549-05-07,high,l28,high,la,full,1549-05-07,1549,5
file5100,p1754,high,p495,high,1561-12-20,high,l28,high,la,full,1561-12-20,1561,12
file5101,p8009,high,p495,high,1561-12-21,low,l98,high,la,full,1561-12-21,1561,12
file5102,p1010,high,p495,high,1561-12-22,high,l411,high,la,full,1561-12-22,1561,12
file5103,p8009,low,p495,high,1561-12-23,low,l98,low,la,full,1561-12-23,1561,12
file5104,p8055,high,p495,high,1561-12-26,high,l555,high,la,full,1561-12-26,1561,12
file5105,p8351,high,p495,high,1561-12-26,high,l41,high,la,full,1561-12-26,1561,12
file5106,p495,low,p8111,low,1561-12-27,low,l587,low,la,full,1561-12-27,1561,12
file5107,p495,high,p8385,high,1561-12-28,high,l587,high,la,full,1561-12-28,1561,12
file5108,p495,high,p3590,low,1561-12-28,low,l587,high,de,full,1561-12-28,1561,12
file5109,p495,high,p540,high,1561-12-29,low,l587,high,la,full,1561-12-29,1561,12
file511,p8380,high,,,1549-05-07,high,l587,low,de,full,1549-05-07,1549,5
file5110,p495,high,p4037,low,1561-12-29,low,l587,high,la,full,1561-12-29,1561,12
file5111,p8009,high,p495,high,1561-12-29,high,l98,high,la,full,1561-12-29,1561,12
file5112,p495,high,p3088,high,1561-12-30,low,l587,high,,full,1561-12-30,1561,12
file5113,p4060,low,p495,high,1561-12-30,high,l46,low,de,full,1561-12-30,1561,12
file5114,p8018,high,p495,high,1561-12-31,high,l41,high,la,full,1561-12-31,1561,12
file5115,p8018,low,p495,low,1561-12-31,low,l41,low,la,full,1561-12-31,1561,12
file5116,,,,,1561-12-31,high,,,,full,1561-12-31,1561,12
file5117,,,,,1562-01-01/1571-12-31,low,,,la,range,1562-01-01,1562,1
file5118,p2207,high,p495,high,1562-01-01/1562-12-31,low,l41,high,la,range,1562-01-01,1562,1
file5119,p8111,low,p495,low,1562-01,high,l587,low,,year_month,1562-01-01,1562,1
file512,p8055,low,p495,high,1549-05-08,high,l184,low,de,full,1549-05-08,1549,5
file5120,p8018,high,p495,low,1562-01,low,l41,high,la,year_month,1562-01-01,1562,1
file5121,,,,,1561-07-22,high,,,de,full,1561-07-22,1561,7
file5122,p8018,high,p495,low,1562-01-02,high,l41,high,la,full,1562-01-02,1562,1
file5123,,,p495,high,1562-01-03,high,l41,high,de,full,1562-01-03,1562,1
file5124,p8009,high,p495,low,1562-01-04,high,l98,high,la,full,1562-01-04,1562,1
file5125,,,,,1562-01-05,high,l587,high,,full,1562-01-05,1562,1
file5126,p495,low,p3203,high,1562-01-08,high,l587,low,de,full,1562-01-08,1562,1
file5127,p495,high,p8009,high,1562-01-09,high,l587,high,la,full,1562-01-09,1562,1
file5128,p495,high,p8018,high,1562-01-09,high,l587,high,la,full,1562-01-09,1562,1
file5129,p8055,high,p495,low,1562-01-12,high,l555,high,la,full,1562-01-12,1562,1
file513,p8055,low,p495,high,1549-05-10,low,l184,low,la,full,1549-05-10,1549,5
file5130,p8009,high,p495,low,1562-01-12,high,l98,high,de,full,1562-01-12,1562,1
file5131,p8009,high,p495,low,1562-01-12,high,l98,high,de,full,1562-01-12,1562,1
file5132,p8018,high,p495,high,1562-01-15,high,l41,high,la,full,1562-01-15,1562,1
file5133,p2856,high,p495,high,1562-01-15,high,l18,high,la,full,1562-01-15,1562,1
file5134,p495,high,p8009,high,1562-01-16,high,l587,high,la,full,1562-01-16,1562,1
file5135,p3740,high,p495,high,1562-01-16,high,l18,high,la,full,1562-01-16,1562,1
file5136,p8126,high,p495,high,1562-01-17,high,l28,high,la,full,1562-01-17,1562,1
file5137,p8466,high,p495,high,1562-01-17,low,l28,high,la,full,1562-01-17,1562,1
file5138,p8009,high,p495,high,1562-01-19,high,l98,high,de,full,1562-01-19,1562,1
file5139,p753,low,p495,high,1562-01-19,high,l260,low,la,full,1562-01-19,1562,1
file514,p8049,high,p495,high,1549-05-10,high,l473,high,la,full,1549-05-10,1549,5
file5140,p8055,high,p495,high,1562-01-20,high,l555,high,la,full,1562-01-20,1562,1
file5141,p8493,high,p495,high,1562-01-21,high,l260,high,la,full,1562-01-21,1562,1
file5142,p273,high,p1010,high,1562-01-22,high,l157,high,la,full,1562-01-22,1562,1
file5143,p1010,low,p495,low,1562-01-22,high,,,,full,1562-01-22,1562,1
file5144,p8033,low,p495,low,1562-01-22,high,l491,low,,full,1562-01-22,1562,1
file5145,p8018,high,p495,high,1562-01-22,high,l41,high,la,full,1562-01-22,1562,1
file5146,p495,low,p8055,high,1562-01-23,high,l587,low,la,full,1562-01-23,1562,1
file5147,p1010,high,p495,high,1562-01-23,low,l404,high,la,full,1562-01-23,1562,1
file5148,p1568,high,p495,low,1562-01-24,high,l18,high,de,full,1562-01-24,1562,1
file5149,p8095,high,p495,low,1562-01-24,high,l41,high,la,full,1562-01-24,1562,1
file515,p495,high,p540,high,1549-05-11,high,l587,high,la,full,1549-05-11,1549,5
file5150,p495,high,p8018,low,1562-01-25,high,l587,high,de,full,1562-01-25,1562,1
file5151,p2757,high,p495,high,1562-01-29,high,l441,high,la,full,1562-01-29,1562,1
file5152,p8055,low,p495,low,1562-01-30,high,l555,low,de,full,1562-01-30,1562,1
file5153,p8075,low,p495,low,1562-01,low,l210,low,la,year_month,1562-01-01,1562,1
file5154,p3559,high,p495,low,1562-02-01/1562-02-07,low,l69,high,de,range,1562-02-01,1562,2
file5155,p8386,high,p495,low,1562-02-01,high,l311,high,la,full,1562-02-01,1562,2
file5156,p8009,high,p495,low,1562-02-02,high,l98,high,la,full,1562-02-02,1562,2
file5157,p8055,high,p495,low,1562-02-03,high,l555,high,la,full,1562-02-03,1562,2
file5158,p8055,low,p495,low,1562-02-03,high,l555,low,la,full,1562-02-03,1562,2
file5159,p8009,high,p495,low,1562-02-03,high,l98,high,de,full,1562-02-03,1562,2
file516,p495,high,p1010,high,1549-05-11,high,l587,high,la,full,1549-05-11,1549,5
file5160,p8432,high,p495,high,1562-02-03,high,l98,high,la,full,1562-02-03,1562,2
file5161,p1567,high,p495,low,1562-02-05,high,l210,high,la,full,1562-02-05,1562,2
file5162,p8018,high,p495,high,1562-02-06,high,l41,high,la,full,1562-02-06,1562,2
file5163,p495,low,,,1562-02-07,low,l587,low,la,full,1562-02-07,1562,2
file5164,p495,high,,,1504-01-01/1575-12-31,low,,,,range,1504-01-01,1504,1
file5166,p8018,high,p495,low,1562-02-09,high,l41,high,la,full,1562-02-09,1562,2
file5167,p8391,high,p495,low,1562-02-09,high,,,la,full,1562-02-09,1562,2
file5168,p8055,low,p495,low,1562-02-10,high,l555,low,de,full,1562-02-10,1562,2
file5169,p8075,high,p495,low,1562-02-11,high,l210,high,la,full,1562-02-11,1562,2
file517,p714,high,p495,high,1549-05-11,high,l28,high,la,full,1549-05-11,1549,5
file5170,p495,high,p8009,low,1562-02-13,high,l587,high,la,full,1562-02-13,1562,2
file5171,p4037,high,p495,high,1562-02-13,low,l491,high,la,full,1562-02-13,1562,2
file5172,p4037,low,p495,low,1562-02-15,low,l491,low,,full,1562-02-15,1562,2
file5173,p8055,low,p495,low,1562-02-17,high,l555,low,la,full,1562-02-17,1562,2
file5174,p8009,low,p495,low,1562-02-17,high,l98,low,la,full,1562-02-17,1562,2
file5175,p495,high,p540,low,1562-02-20,high,l587,high,la,full,1562-02-20,1562,2
file5176,p495,high,p8009,high,1562-02-20,high,l587,high,la,full,1562-02-20,1562,2
file5177,p495,high,p3590,high,1562-02-20,high,l587,high,,full,1562-02-20,1562,2
file5178,,,,,1504-01-01/1575-12-31,low,,,,range,1504-01-01,1504,1
file5179,p8018,high,p495,high,1562-02-20,high,l41,high,la,full,1562-02-20,1562,2
file518,p2807,high,p495,high,1549-05-12,high,l93,high,la,full,1549-05-12,1549,5
file5180,p2757,high,p495,low,1562-02-22,high,l441,high,la,full,1562-02-22,1562,2
file5181,p8055,high,p495,low,1562-02-24,high,l555,high,la,full,1562-02-24,1562,2
file5182,p1010,low,p495,high,1562-02-24,high,l404,low,,full,1562-02-24,1562,2
file5183,p8009,low,p495,low,1562-02-24,low,l98,low,la,full,1562-02-24,1562,2
file5184,p3559,high,p495,high,1562-02-24,high,l69,high,de,full,1562-02-24,1562,2
file5185,p495,low,,,1562-02-24,low,l587,low,la,full,1562-02-24,1562,2
file5186,,,,,1562-02-24,high,l587,high,de,full,1562-02-24,1562,2
file5187,p8018,high,p495,high,1562-02-25,high,l41,high,la,full,1562-02-25,1562,2
file5188,p3971,high,p495,high,1562-02-25,high,l142,high,la,full,1562-02-25,1562,2
file5189,p2757,high,p495,high,1562-02-26,high,l441,high,la,full,1562-02-26,1562,2
file519,p8018,high,p495,high,1549-05-13,high,l41,high,la,full,1549-05-13,1549,5
file5190,p495,high,p8055,high,1562-02-27,high,l587,high,la,full,1562-02-27,1562,2
file5191,p495,high,p8009,high,1562-02-27,high,l587,high,la,full,1562-02-27,1562,2
file5192,p8018,high,p495,low,1562-02-27,high,l41,high,la,full,1562-02-27,1562,2
file5193,p8417,high,p495,high,1562-02-27,high,l41,high,la,full,1562-02-27,1562,2
file5194,p495,low,p540,low,1562-02-28,high,l587,low,la,full,1562-02-28,1562,2
file5195,p2757,low,p495,low,1562-03,low,l441,low,la,year_month,1562-03-01,1562,3
file5196,p3988,low,p495,low,1562-03,low,l587,low,la,year_month,1562-03-01,1562,3
file5197,p3553,high,p495,high,1562-03-01,low,l41,high,de,full,1562-03-01,1562,3
file5198,p1586,high,p495,low,1562-03-01,low,l167,high,,full,1562-03-01,1562,3
file5199,p8033,high,p495,low,1562-03-02,low,l378,high,la,full,1562-03-02,1562,3
file52,p495,high,p8418,high,1548-02-25,high,l803,high,la,full,1548-02-25,1548,2
file520,p8417,high,p495,high,1549-05-13,high,l41,high,la,full,1549-05-13,1549,5
file5200,p8055,high,p495,high,1562-03-02,high,l555,high,la,full,1562-03-02,1562,3
file5201,p8009,low,p495,low,1562-03-02,high,l98,low,la,full,1562-03-02,1562,3
file5202,p8315,high,p495,high,1562-03-03,high,l478,high,fr,full,1562-03-03,1562,3
file5203,p1010,low,p495,high,1562-03-03,high,l404,low,la,full,1562-03-03,1562,3
file5204,p495,high,p3590,low,1562-03-05,high,l587,high,,full,1562-03-05,1562,3
file5205,p3550,high,p495,high,1562-03-05,high,l72,high,la,full,1562-03-05,1562,3
file5206,p495,high,p8417,high,1562-03-06,high,l587,high,la,full,1562-03-06,1562,3
file5207,p3494,high,p495,high,1562-03-06,low,l41,high,de,full,1562-03-06,1562,3
file5208,p3151,high,p495,low,1562-03-07,high,l167,high,la,full,1562-03-07,1562,3
file5209,p495,low,p8055,high,1562-03-09,low,l587,low,la,full,1562-03-09,1562,3
file521,p3100,high,p495,high,1549-05-13,high,l491,high,la,full,1549-05-13,1549,5
file5210,p8009,low,p495,low,1562-03-09,low,l98,low,la,full,1562-03-09,1562,3
file5211,p2856,low,p495,low,1562-03-09,high,l18,low,la,full,1562-03-09,1562,3
file5212,p8466,high,p495,high,1562-03-09,high,l28,high,la,full,1562-03-09,1562,3
file5213,p8384,high,p495,high,1562-03-10,high,l28,high,la,full,1562-03-10,1562,3
file5214,p3151,high,p495,low,1562-03-11,high,l167,high,la,full,1562-03-11,1562,3
file5215,p540,high,p495,low,1562-03-12,high,l167,high,la,full,1562-03-12,1562,3
file5216,p8055,low,p495,low,1562-03-13,high,l555,low,la,full,1562-03-13,1562,3
file5217,p495,high,p540,low,1562-03-13,high,l587,high,la,full,1562-03-13,1562,3
file5218,p495,high,p8009,low,1562-03-13,high,l587,high,la,full,1562-03-13,1562,3
file5219,p495,high,p1789,high,1562-03-13,high,l587,high,la,full,1562-03-13,1562,3
file522,p2019,high,p495,high,1549-05-15,high,l93,high,la,full,1549-05-15,1549,5
file5220,p8009,high,p495,low,1562-03-13,high,l98,high,de,full,1562-03-13,1562,3
file5221,p8009,low,p495,low,1562-03-13,high,l98,low,de,full,1562-03-13,1562,3
file5222,p8471,high,p495,low,1562-03-13,high,l546,high,de,full,1562-03-13,1562,3
file5223,p3590,high,p495,high,1562-03-13,high,l244,high,de,full,1562-03-13,1562,3
file5224,p4060,low,p495,low,1562-03-13,high,l46,low,de,full,1562-03-13,1562,3
file5225,p3494,low,p495,low,1562-03-14,high,l41,low,de,full,1562-03-14,1562,3
file5226,p8095,high,p495,low,1562-03-14,high,l41,high,la,full,1562-03-14,1562,3
file5227,p8417,high,p495,low,1562-03-15,high,l41,high,la,full,1562-03-15,1562,3
file5228,p8018,high,p495,low,1562-03-15,high,l41,high,la,full,1562-03-15,1562,3
file5229,p495,high,p8318,high,1562-03-16,high,l587,high,la,full,1562-03-16,1562,3
file523,p8178,low,p495,high,1549-05-19,high,l184,low,la,full,1549-05-19,1549,5
file5230,p8026,high,p495,high,1562-03-16,high,l296,high,la,full,1562-03-16,1562,3
file5231,p8386,high,p495,low,1562-03-17,high,l311,high,la,full,1562-03-17,1562,3
file5232,p1010,high,p495,low,1562-03-18,high,l404,high,la,full,1562-03-18,1562,3
file5233,p495,low,p8009,low,1562-03-20,high,l587,low,la,full,1562-03-20,1562,3
file5234,p8009,high,p495,low,1562-03-22,low,l98,high,de,full,1562-03-22,1562,3
file5235,p8009,high,p495,low,1562-03-22,low,l98,high,la,full,1562-03-22,1562,3
file5236,p8055,low,p495,low,1562-03-23,low,l555,low,la,full,1562-03-23,1562,3
file5237,p495,high,p8055,high,1562-03-23,high,l587,high,la,full,1562-03-23,1562,3
file5238,p8009,high,p495,low,1562-03-23,high,l98,high,la,full,1562-03-23,1562,3
file5239,p8466,high,p495,low,1562-03-23,high,l28,high,la,full,1562-03-23,1562,3
file524,p8336,high,p495,high,1549-05-20,high,l335,high,la,full,1549-05-20,1549,5
file5240,p8499,high,p495,high,1562-03-24,high,,,la,full,1562-03-24,1562,3
file5241,p8075,low,p495,low,1562-03-26,low,l210,low,la,full,1562-03-26,1562,3
file5242,p495,low,p8009,high,1562-03-27,high,l587,low,la,full,1562-03-27,1562,3
file5243,p8009,low,p495,low,1562-03-27,high,l98,low,la,full,1562-03-27,1562,3
file5244,p8305,low,p495,low,1562-03-29,high,l912,low,la,full,1562-03-29,1562,3
file5245,p495,low,p540,low,1562-03-29,high,l587,low,la,full,1562-03-29,1562,3
file5246,p495,low,p8009,low,1562-03-30,high,l587,low,de,full,1562-03-30,1562,3
file5247,p8359,high,p495,low,1562-03-30,high,l98,high,la,full,1562-03-30,1562,3
file5248,p8055,high,p495,low,1562-03-31,high,l555,high,la,full,1562-03-31,1562,3
file5249,p495,low,,,1562-04,low,,,la,year_month,1562-04-01,1562,4
file525,p8299,high,p495,high,1549-05-20,high,l167,high,la,full,1549-05-20,1549,5
file5250,p772,high,p495,high,1562-04,low,l157,high,la,year_month,1562-04-01,1562,4
file5251,p5454,high,p495,low,1562-04-01,high,l473,high,de,full,1562-04-01,1562,4
file5252,p8018,high,p495,low,1562-04-02,high,l41,high,,full,1562-04-02,1562,4
file5253,p8384,high,p495,low,1562-04-02,high,l28,high,la,full,1562-04-02,1562,4
file5254,p2757,high,p495,low,1562-04-02,high,l441,high,la,full,1562-04-02,1562,4
file5255,p3099,high,p495,low,1562-04-02,high,l28,high,la,full,1562-04-02,1562,4
file5256,p495,low,p8055,high,1562-04-03,high,l587,low,la,full,1562-04-03,1562,4
file5257,p495,low,p8009,low,1562-04-03,high,l587,low,la,full,1562-04-03,1562,4
file5258,p8432,high,p495,low,1562-04-03,high,l439,high,la,full,1562-04-03,1562,4
file5259,p3740,high,p495,high,1562-04-03,high,l18,high,la,full,1562-04-03,1562,4
file526,p495,high,p8055,high,1549-05-21,high,l587,high,de,full,1549-05-21,1549,5
file5260,p495,high,p8060,low,1562-04-04,high,l587,high,la,full,1562-04-04,1562,4
file5261,p2899,high,p495,low,1562-04-04,high,l18,high,la,full,1562-04-04,1562,4
file5262,p8466,high,p495,high,1562-04-04,high,l28,high,la,full,1562-04-04,1562,4
file5263,p495,high,p540,low,1562-04-05,high,l587,high,la,full,1562-04-05,1562,4
file5264,p2856,high,p495,low,1562-04-05,high,l18,high,la,full,1562-04-05,1562,4
file5265,p8075,low,p495,low,1562-04-06,low,l210,low,la,full,1562-04-06,1562,4
file5266,p8009,high,p495,low,1562-04-06,low,l98,high,la,full,1562-04-06,1562,4
file5267,p3559,low,p495,high,1562-04-09,high,l69,low,de,full,1562-04-09,1562,4
file5268,p8386,high,p495,high,1562-04-09,low,l157,high,la,full,1562-04-09,1562,4
file5269,p8055,low,p495,low,1562-04-10,high,l555,low,de,full,1562-04-10,1562,4
file527,p8082,high,p495,high,1549-05-21,high,l49,high,la,full,1549-05-21,1549,5
file5270,p495,low,p8009,low,1562-04-10,high,l587,low,la,full,1562-04-10,1562,4
file5271,p629,low,p495,low,1562-04-10,low,l468,low,,full,1562-04-10,1562,4
file5272,p8060,high,,,1562-04-11,high,l210,high,,full,1562-04-11,1562,4
file5273,p8033,high,p495,low,1562-04-12,high,l367,high,la,full,1562-04-12,1562,4
file5274,p8009,high,p495,low,1562-04-13,high,l238,high,la,full,1562-04-13,1562,4
file5275,p8055,low,p495,low,1562-04-16,high,l555,low,de,full,1562-04-16,1562,4
file5276,p8075,high,p495,low,1562-04-16,low,l210,high,la,full,1562-04-16,1562,4
file5277,p1731,low,p495,low,1562-04-16,high,l268,low,la,full,1562-04-16,1562,4
file5278,p1731,low,p495,high,1562-04-16,high,l268,low,la,full,1562-04-16,1562,4
file5279,p3971,high,p495,low,1562-04-16,high,l142,high,la,full,1562-04-16,1562,4
file528,p495,low,p8055,high,1549-05-23,high,l587,low,de,full,1549-05-23,1549,5
file5280,p495,high,p8009,low,1562-04-17,high,l587,high,la,full,1562-04-17,1562,4
file5281,p495,low,p8009,low,1562-04-17,high,l587,low,la,full,1562-04-17,1562,4
file5282,p8009,high,p495,low,1562-04-17,low,l98,high,de,full,1562-04-17,1562,4
file5283,p330,high,p495,low,1562-04-19,high,l320,high,la,full,1562-04-19,1562,4
